AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
23626,35373,Chavvi Minhas,23,F,A2
23627,32330,Yatan Sibal,19,M,A1
23628,3112,Harrison Mane,28,F,A1
23629,5631,Barkha Kala,42,M,A1
23630,10462,Aayush Sundaram,18,F,A1
23631,11108,Isha Murthy,40,M,A1
23632,39788,Zansi Apte,50,M,A1
23633,39788,Lipika Shan,40,F,A2
23634,17882,Nimrat Goel,53,F,A1
23635,17882,Dalbir Kuruvilla,58,F,A2
23636,10540,Madhav Venkataraman,48,M,A1
23637,31948,Anay Naik,40,F,A1
23638,31948,Matthew Soni,41,F,A2
23639,24709,Varenya Choudhry,17,F,A1
23640,767,Falak Pillay,48,F,A1
23641,37210,Hredhaan Prakash,39,F,A1
23642,5519,Abeer Sarna,50,M,A1
23643,9747,Rushil Ahuja,34,M,A1
23644,9747,Nirja Sethi,28,M,A2
23645,1246,Noah Sahni,32,F,A1
23646,17213,Xalak Sur,29,F,A1
23647,17616,Yachana Ramesh,29,M,A1
23648,17616,Vidhi Chowdhury,39,M,A2
23649,30090,Omya Sawhney,16,F,A1
23650,30090,Udyati Batta,32,M,A2
23651,9548,Ria Virk,38,F,A1
23652,9548,Yoshita Behl,29,M,A2
23653,4518,Anya Malhotra,36,M,A1
23654,2849,Viraj Sarma,25,F,A1
23655,1961,Aachal Sanghvi,30,F,A1
23656,28609,Benjamin Suri,32,F,A1
23657,21458,Aashi Sule,34,F,A1
23658,13038,Henry Arya,30,F,A1
23659,31032,Yamini Saraf,58,M,A1
23660,4700,Varsha Bhargava,29,F,A1
23661,33688,Rajata Ahuja,57,F,A1
23662,33688,Veda Saran,39,F,A2
23663,769,Aashi Sahota,28,F,A1
23664,26623,Indrajit Sodhi,22,F,A1
23665,26623,Balveer Kanda,28,M,A2
23666,6701,Michael Badami,45,F,A1
23667,8369,Yamini Mand,57,F,A1
23668,12193,Yochana Dhaliwal,54,M,A1
23669,12193,Jagdish Narang,35,M,A2
23670,2843,Viraj Sarma,25,F,A1
23671,1547,Bhavya Chandran,44,M,A1
23672,16608,Bhavna Sidhu,32,M,A1
23673,12139,Nirja Parmer,36,F,A1
23674,12139,Hardik Pradhan,60,F,A2
23675,35711,Yoshita Wagle,58,M,A1
23676,35711,Janaki Bahl,33,M,A2
23677,12713,Andrew Venkataraman,17,F,A1
23678,12713,Faraj Lal,18,M,A2
23679,8385,Hardik Mammen,29,M,A1
23680,8385,Frederick Agarwal,57,F,A2
23681,18697,Jhalak Lall,26,F,A1
23682,18697,Sai Baral,34,F,A2
23683,10197,Rachana Khosla,20,M,A1
23684,10197,Chanchal Sandhu,40,M,A2
23685,15861,Siya Goyal,59,F,A1
23686,36371,Dayamai Saini,46,M,A1
23687,36371,Eshana Nayak,42,M,A2
23688,8889,Wridesh Khare,43,F,A1
23689,8889,Aayush Sridhar,34,M,A2
23690,5518,Abeer Sarna,50,M,A1
23691,21102,Gunbir Rege,16,F,A1
23692,21102,Advaith Sama,47,M,A2
23693,30152,Alexander Sangha,17,M,A1
23694,30152,Anmol Pandit,23,M,A2
23695,16780,Yashoda Gaba,57,M,A1
23696,16780,Ekapad Zacharia,23,M,A2
23697,20044,Yatan Kohli,16,M,A1
23698,20044,Arunima Tak,55,M,A2
23699,14355,Garima Kulkarni,17,M,A1
23700,14355,Vedika Kumar,16,M,A2
23701,28833,Theodore Srinivas,56,F,A1
23702,6876,Vrishti Purohit,31,M,A1
23703,6876,Dev Sathe,18,F,A2
23704,31129,Vedhika Chaudhary,21,F,A1
23705,20517,Riya Dey,59,M,A1
23706,7678,William Kale,49,F,A1
23707,37466,Hema Dixit,21,F,A1
23708,37466,Praneel Gade,50,M,A2
23709,2125,Gautam Dhawan,26,M,A1
23710,11883,Devika Sarkar,46,M,A1
23711,11883,Hemangini Sahota,46,M,A2
23712,19265,Yashasvi Sen,54,M,A1
23713,38514,David Agarwal,52,M,A1
23714,38514,Oscar Dutta,34,M,A2
23715,33063,Amaira Bath,29,M,A1
23716,31557,Nimrat Wali,21,M,A1
23717,36784,Nachiket Yohannan,54,M,A1
23718,8378,Ubika Choudhry,50,F,A1
23719,2326,Barkha Bail,38,M,A1
23720,18977,Kavya Hayre,37,M,A1
23721,453,Gaurangi Ramakrishnan,22,F,A1
23722,27064,Gavin Dhingra,36,M,A1
23723,29129,Tristan Varkey,57,F,A1
23724,29129,Omaja Ratti,34,F,A2
23725,13940,Jagvi Borde,38,M,A1
23726,29105,Alexander Kunda,32,M,A1
23727,21673,Vedant Pal,25,M,A1
23728,26424,Radhika Dugar,26,M,A1
23729,16193,Warhi Radhakrishnan,23,M,A1
23730,16193,Janani Walla,41,M,A2
23731,22445,Ethan Oommen,39,F,A1
23732,22445,Samar Dugar,16,F,A2
23733,29619,Abhimanyu Babu,55,M,A1
23734,29619,Arya Bajwa,60,M,A2
23735,12267,Bishakha Venkataraman,37,M,A1
23736,20118,Rehaan Tank,26,F,A1
23737,20118,Chakradhar Bedi,48,M,A2
23738,8593,Tripti Sehgal,43,F,A1
23739,8593,Kashish Patel,19,M,A2
23740,28515,Diya Sarkar,29,M,A1
23741,36038,Maya Gala,36,F,A1
23742,8289,Baljiwan Vohra,38,M,A1
23743,31011,Chaman Dayal,33,F,A1
23744,31011,Saanvi Sanghvi,46,M,A2
23745,5187,Ayushman More,55,M,A1
23746,2941,Fariq Wali,30,F,A1
23747,35846,Sathvik Chander,17,M,A1
23748,32733,Balveer Mital,23,M,A1
23749,37351,Fitan Comar,41,F,A1
23750,24160,Warinder Golla,43,F,A1
23751,24160,Jonathan Jani,27,F,A2
23752,37271,Wakeeta Bhat,40,M,A1
23753,37271,Oscar Pingle,53,F,A2
23754,3105,Harrison Mane,28,F,A1
23755,31151,Abhimanyu Khosla,42,M,A1
23756,31151,Jasmit Saxena,56,F,A2
23757,30494,Ojas Desai,48,M,A1
23758,22768,Xalak Sahota,18,M,A1
23759,22768,Gagan Kota,58,F,A2
23760,11965,Gagan Sarraf,20,M,A1
23761,1244,Noah Sahni,32,F,A1
23762,13086,Diya Bajwa,51,M,A1
23763,9453,Bina Wagle,25,M,A1
23764,9453,Teerth Ganesan,46,F,A2
23765,8410,Rachana Ben,27,M,A1
23766,17920,Chandresh Buch,33,M,A1
23767,17920,David Mishra,16,F,A2
23768,21232,David Bera,34,F,A1
23769,1382,Rohan Bose,37,M,A1
23770,5031,Yatin Sridhar,39,F,A1
23771,21725,Bhavika Gala,33,M,A1
23772,8284,Anthony Sampath,59,M,A1
23773,11940,Bhavani Sur,21,F,A1
23774,11940,Chaitanya Puri,53,F,A2
23775,23937,Aadi Lala,25,F,A1
23776,22128,Anusha Kashyap,39,M,A1
23777,24897,Om Oak,55,F,A1
23778,24897,Pushti Dara,18,F,A2
23779,39081,Ojasvi Sachdev,21,M,A1
23780,33182,Advaith Banerjee,22,M,A1
23781,17112,Bhavya Toor,26,F,A1
23782,32410,Falak Roy,20,M,A1
23783,12646,Gopal Kale,60,M,A1
23784,12646,Fariq Warrior,44,M,A2
23785,5186,Ayushman More,55,M,A1
23786,10740,Zilmil Palla,51,M,A1
23787,10740,Balendra Parsa,23,M,A2
23788,9554,Aarav Behl,58,M,A1
23789,95,Ekta Bera,36,M,A1
23790,95,Omya Mane,37,M,A2
23791,95,Aadi Radhakrishnan,37,F,A3
23792,95,Frado Bhardwaj,42,M,A4
23793,28720,Tejas Chowdhury,22,M,A1
23794,39639,Aryan Barman,46,M,A1
23795,39639,Jyoti Gola,49,F,A2
23796,37244,Charita Purohit,54,M,A1
23797,34598,Chanchal Sarin,55,M,A1
23798,37270,Aditya Konda,24,F,A1
23799,37270,Bhavani Raj,27,M,A2
23800,38288,Adya Bhatt,35,M,A1
23801,14131,Mohini Korpal,25,F,A1
23802,14131,Matthew Kunda,21,M,A2
23803,20823,Vedika Johal,45,F,A1
23804,3128,Harrison Mane,28,F,A1
23805,18232,Yug Sani,19,M,A1
23806,18232,Tamanna Kuruvilla,49,F,A2
23807,33779,Kritika Banerjee,20,M,A1
23808,29454,Avni Gade,17,M,A1
23809,21400,Mugdha Varughese,29,M,A1
23810,21400,Aishani Jayaraman,51,F,A2
23811,34915,Qabil Gola,57,F,A1
23812,34915,Dhriti Dyal,53,M,A2
23813,5181,Ayushman More,55,M,A1
23814,9150,Rushil Soman,47,F,A1
23815,9150,Ansh Sharma,38,M,A2
23816,5599,Chasmum Garg,21,F,A1
23817,13983,Varenya Nanda,43,F,A1
23818,39576,Ronith Savant,44,M,A1
23819,27657,Ekavir Mand,18,M,A1
23820,30754,Yagnesh Mahajan,42,F,A1
23821,18667,Osha Kara,36,M,A1
23822,18667,Dominic Sandal,42,M,A2
23823,12133,Sanya Chaudhuri,33,F,A1
23824,38227,Yasti Kaul,21,F,A1
23825,26483,Anthony Bhatt,25,F,A1
23826,26483,Xiti Pau,51,M,A2
23827,15136,Januja Naik,32,F,A1
23828,15136,Gautam Savant,37,M,A2
23829,14898,Ekta Subramanian,21,M,A1
23830,37542,Baljiwan Doshi,36,F,A1
23831,37542,Varenya Sawhney,59,M,A2
23832,11410,Utkarsh Dube,53,F,A1
23833,38631,Gunbir More,54,F,A1
23834,38631,Harinakshi Deo,21,F,A2
23835,20030,Dhruv Prasad,56,M,A1
23836,20030,Faris Vig,36,M,A2
23837,33511,Christopher Aggarwal,51,F,A1
23838,33511,Pushti Kant,49,F,A2
23839,2437,Hitesh Patel,42,M,A1
23840,13083,Chakradhar Dua,20,F,A1
23841,13083,Yuvraj Sani,39,F,A2
23842,10342,Quincy Hari,54,M,A1
23843,10342,Ekavir Chanda,27,M,A2
23844,36651,Bimala Chanda,43,F,A1
23845,26737,Meera Dyal,59,M,A1
23846,26737,Viraj Lanka,48,F,A2
23847,8533,Samarth Krishna,42,F,A1
23848,8533,Bhavini Narayan,22,F,A2
23849,1962,Aachal Sanghvi,30,F,A1
23850,31874,Joshua Cheema,60,M,A1
23851,29511,Gautam Shan,30,M,A1
23852,29511,Ira Kapadia,24,F,A2
23853,7918,Ishanvi Tiwari,31,M,A1
23854,7918,Jagrati Pant,44,M,A2
23855,39363,Harini Narayanan,41,F,A1
23856,39363,Ayushman Natarajan,29,F,A2
23857,36928,Joshua Kadakia,30,M,A1
23858,31552,Vritti Tata,35,M,A1
23859,31867,Girik Pillay,45,M,A1
23860,17831,Atharv Rau,43,F,A1
23861,22889,Arjun Behl,27,M,A1
23862,6374,Arin Murty,53,F,A1
23863,6374,Bhanumati Bobal,51,F,A2
23864,37268,Samarth Bose,28,F,A1
23865,12969,Oviya Ravi,40,F,A1
23866,5598,Chasmum Garg,21,F,A1
23867,27955,Dalaja Madan,51,M,A1
23868,21439,Damini Sachdeva,32,M,A1
23869,21439,Yasti Bahl,23,F,A2
23870,8646,Xalak Upadhyay,28,M,A1
23871,8646,Amaira Joshi,43,M,A2
23872,3130,Harrison Mane,28,F,A1
23873,8761,Noah Dash,35,M,A1
23874,14240,Xiti Sood,40,F,A1
23875,35142,Lakshmi Rama,46,F,A1
23876,17152,Udarsh Virk,56,M,A1
23877,13822,Dhruv D’Alia,18,F,A1
23878,13822,Yadavi Sha,22,F,A2
23879,97,Omya Mane,37,M,A1
23880,97,Ekta Bera,36,M,A2
23881,97,Aadi Radhakrishnan,37,F,A3
23882,8355,Vihaan Srinivas,55,M,A1
23883,8355,Saksham Bhalla,49,F,A2
23884,18604,Lajita Kumer,48,M,A1
23885,239,Watika Date,37,F,A1
23886,9291,Hemangini Raghavan,50,F,A1
23887,38158,Gauri Agarwal,24,M,A1
23888,38158,Ubika Dugar,34,M,A2
23889,17683,Tanish Bobal,31,M,A1
23890,33656,Xalak Sanghvi,19,M,A1
23891,33656,Gopal Hayre,32,F,A2
23892,26859,Gaurang Mutti,52,M,A1
23893,1515,Om Narang,46,F,A1
23894,10546,Gautami Bhattacharyya,29,M,A1
23895,10546,Mahika Borde,48,F,A2
23896,2933,Fariq Wali,30,F,A1
23897,28847,Tanish Bedi,27,M,A1
23898,35859,Aarush Doshi,30,M,A1
23899,35859,Tamanna Kunda,54,M,A2
23900,16527,Shravya Lad,43,M,A1
23901,10478,Zayan Wadhwa,33,M,A1
23902,10478,Matthew Wali,23,F,A2
23903,12644,Zashil Kala,25,M,A1
23904,22673,Darsh Joshi,22,F,A1
23905,22673,Charvi Memon,57,M,A2
23906,29570,Eesha Parekh,56,M,A1
23907,3974,Devansh Kurian,23,F,A1
23908,31499,Unnati Bal,52,M,A1
23909,5231,Yashawini Sur,40,F,A1
23910,17567,Fariq Acharya,24,M,A1
23911,17567,Sanya Shankar,21,F,A2
23912,31382,Bhavya Sani,18,F,A1
23913,3806,Ranbir Pau,19,M,A1
23914,8803,Eiravati Goel,19,F,A1
23915,24717,Ekalinga Buch,47,F,A1
23916,24717,Keya Shere,56,M,A2
23917,11072,Ati Kala,53,F,A1
23918,11072,Bachittar Dasgupta,59,F,A2
23919,39212,Bhavya Mangal,21,F,A1
23920,39212,Idika Issac,60,M,A2
23921,18458,Vamakshi Walla,52,M,A1
23922,28630,Ansh Sawhney,22,M,A1
23923,15576,Abhimanyu Varghese,53,F,A1
23924,15576,Reyansh Suresh,23,F,A2
23925,37496,Pallavi Gandhi,52,F,A1
23926,36248,Ati Sangha,29,M,A1
23927,19811,Rajeshri Sani,18,M,A1
23928,1847,Chanakya Yohannan,40,F,A1
23929,33915,Ekanta Bobal,28,M,A1
23930,33915,Aayush Nori,57,M,A2
23931,24855,Aadi Palla,55,F,A1
23932,34645,Ira Khatri,49,M,A1
23933,2303,Neel Singh,31,M,A1
23934,23457,Triveni Varma,43,M,A1
23935,969,Vasana Gera,38,M,A1
23936,12415,Balvan Varughese,52,M,A1
23937,12415,Veda Pathak,41,M,A2
23938,11286,Ishita Kanda,60,M,A1
23939,11286,Dipta Vasa,38,F,A2
23940,37955,Henry Narain,46,F,A1
23941,37955,Sneha Palla,47,M,A2
23942,25895,Rushil Mandal,28,F,A1
23943,15180,Onveer Vasa,24,F,A1
23944,1904,Nihal Viswanathan,42,M,A1
23945,11071,Eshana Balakrishnan,29,F,A1
23946,15625,Chakradev Narayanan,27,F,A1
23947,15625,Indira Raj,26,M,A2
23948,25592,Praneel Mittal,33,F,A1
23949,2459,Michael Rau,39,F,A1
23950,17333,Chatura Mukhopadhyay,20,F,A1
23951,17333,Owen Golla,42,M,A2
23952,37407,Pranav Mani,50,M,A1
23953,19784,Oviya Shenoy,18,M,A1
23954,4780,Ishani Mukhopadhyay,21,M,A1
23955,25444,Devika Acharya,41,M,A1
23956,25444,Urvi Deol,52,F,A2
23957,6544,Indali Wagle,42,F,A1
23958,7074,Yoshita Sur,35,F,A1
23959,7074,Tanay Sani,35,M,A2
23960,965,Vasana Gera,38,M,A1
23961,19246,Aadi Mitra,18,M,A1
23962,19246,Oviya Mannan,47,F,A2
23963,37051,Utkarsh Shanker,22,M,A1
23964,37051,Oni Gole,16,F,A2
23965,21449,Arya Joshi,28,M,A1
23966,20184,Elijah Shan,43,F,A1
23967,20184,Kavya Bumb,22,F,A2
23968,21924,Ishita Talwar,18,M,A1
23969,21924,Yutika Aurora,25,F,A2
23970,35673,Avni Radhakrishnan,50,M,A1
23971,33067,Advaith Basak,26,F,A1
23972,33067,Amruta Sawhney,20,F,A2
23973,22742,Omaja Anne,20,F,A1
23974,22742,Atharv Goda,50,M,A2
23975,14862,Hritik Raj,51,M,A1
23976,8216,Balvan Dhillon,24,F,A1
23977,38238,Jai Mitter,22,F,A1
23978,29960,Eshana Bawa,40,M,A1
23979,35149,Tejas Badal,48,F,A1
23980,20066,Oscar Chowdhury,53,M,A1
23981,35629,Samaksh Sood,26,M,A1
23982,35629,Xalak Peri,45,M,A2
23983,13883,Lucky Viswanathan,56,M,A1
23984,13883,Sai Zacharia,27,F,A2
23985,22293,Tanvi Wali,49,M,A1
23986,21254,Aryan Mani,19,F,A1
23987,21254,Balvan Sani,20,F,A2
23988,15086,Krish Chowdhury,36,M,A1
23989,15086,Anirudh Raja,33,M,A2
23990,21476,Andrew Rastogi,52,M,A1
23991,21476,Kashish Bhandari,57,F,A2
23992,17428,Finn Mangal,31,M,A1
23993,8539,Ikbal Bala,32,M,A1
23994,36393,Advay Puri,31,M,A1
23995,36352,Oscar Pradhan,25,M,A1
23996,36352,Ekanta Desai,25,M,A2
23997,5855,Udarsh Bhalla,28,M,A1
23998,1584,Chakradhar Shanker,33,F,A1
23999,4748,Janani Patil,50,F,A1
24000,35285,Ekansh Baria,19,M,A1
24001,30095,Zaid Saini,26,F,A1
24002,30095,Vanya Loyal,53,M,A2
24003,34491,Barkha Khurana,55,F,A1
24004,38395,Yug Mani,58,F,A1
24005,38395,Bhavya Rajagopal,57,M,A2
24006,7583,Joshua Char,26,M,A1
24007,3701,Eta Brahmbhatt,26,M,A1
24008,4052,Chaitanya Agarwal,44,F,A1
24009,20950,Udant Sahni,38,M,A1
24010,20950,Eta Reddy,16,M,A2
24011,14396,Varenya Dewan,54,F,A1
24012,4705,Victor Tripathi,30,F,A1
24013,25540,Advay Narayan,25,M,A1
24014,25540,Chasmum Das,58,F,A2
24015,5708,Siya Raval,19,M,A1
24016,23416,Daksh Kumar,47,M,A1
24017,15204,Upasna Balakrishnan,16,F,A1
24018,15204,Matthew Sami,19,M,A2
24019,32671,Onveer Goyal,41,F,A1
24020,32671,Chandresh Butala,46,M,A2
24021,24163,Aarush Goel,17,F,A1
24022,24163,Oni Konda,39,F,A2
24023,34731,Yagnesh Bhatnagar,36,F,A1
24024,32580,Chandani Krishnamurthy,32,F,A1
24025,32580,Saanvi Garg,40,F,A2
24026,38155,Liam Trivedi,22,F,A1
24027,38155,Balveer Nath,28,F,A2
24028,961,Vasana Gera,38,M,A1
24029,14199,Rachana Mani,56,M,A1
24030,14199,Quincy Chaudry,52,M,A2
24031,31202,Raagini Devi,47,M,A1
24032,3700,Eta Brahmbhatt,26,M,A1
24033,1666,Banjeet Vyas,44,F,A1
24034,974,Vasana Gera,38,M,A1
24035,5939,Hardik Panchal,49,F,A1
24036,32099,Banjeet Nori,26,F,A1
24037,36646,Vritti Khurana,47,F,A1
24038,36646,Udant Samra,48,M,A2
24039,29634,Girish Bhalla,38,F,A1
24040,13975,Krishna Madan,54,M,A1
24041,13975,Kevin Kakar,54,M,A2
24042,959,Vasana Gera,38,M,A1
24043,31344,Jagat Murty,17,F,A1
24044,31344,Rajeshri Barman,48,F,A2
24045,6610,Oeshi Bava,28,M,A1
24046,6610,Widisha Panchal,53,F,A2
24047,24181,Brijesh Sinha,54,M,A1
24048,24181,Zashil Kari,20,F,A2
24049,12160,Lucky Shroff,28,M,A1
24050,12160,Nakul Pall,23,F,A2
24051,30430,Michael Gera,59,M,A1
24052,30430,Widisha Khurana,19,M,A2
24053,6356,Oviya Naidu,31,M,A1
24054,25890,Rehaan Kant,42,M,A1
24055,25890,Gopal Balay,18,M,A2
24056,37730,Amara Bhavsar,58,M,A1
24057,18834,Pallavi Bala,54,F,A1
24058,18834,Jhalak Nagarajan,40,F,A2
24059,34628,Indali Sarma,35,M,A1
24060,12163,Charita Hari,23,F,A1
24061,12987,Idika Bora,18,F,A1
24062,1913,Max Atwal,18,M,A1
24063,15997,Vivaan Sunder,52,F,A1
24064,15815,Wriddhish Swamy,34,F,A1
24065,15815,Dominic Bhatt,47,M,A2
24066,12649,Varenya Srinivas,55,M,A1
24067,38941,Imaran Sanghvi,27,M,A1
24068,38941,Urishilla Kunda,44,F,A2
24069,5007,Sudiksha Banerjee,49,M,A1
24070,2926,Upadhriti Kumer,19,F,A1
24071,37245,Tripti Walla,20,F,A1
24072,2293,Samesh Choudhury,24,M,A1
24073,2305,Neel Singh,31,M,A1
24074,39230,Januja Saini,52,M,A1
24075,38310,Sanya Krish,24,F,A1
24076,23835,Gabriel Parmar,48,M,A1
24077,1914,Max Atwal,18,M,A1
24078,18336,Faris Bir,35,F,A1
24079,30707,Zayan Kale,27,M,A1
24080,30707,Rishi Parekh,16,F,A2
24081,28236,Pallavi Munshi,38,F,A1
24082,28236,Pranav Chakrabarti,28,M,A2
24083,11075,Yoshita Oak,56,F,A1
24084,11075,Ayaan Dutt,32,F,A2
24085,16729,Anya Golla,44,F,A1
24086,16729,Veer Rout,25,M,A2
24087,14910,Xalak Shenoy,40,F,A1
24088,7266,Isha Gour,58,M,A1
24089,2295,Samesh Choudhury,24,M,A1
24090,14922,Vihaan Khare,22,F,A1
24091,14922,Champak Subramaniam,33,F,A2
24092,877,Ishwar Sehgal,41,M,A1
24093,11303,Bhavya Khatri,30,M,A1
24094,11303,Theodore Patil,56,M,A2
24095,20286,Mitesh Bahl,37,M,A1
24096,20286,Aachal Prakash,40,M,A2
24097,30975,Vedhika Raghavan,25,F,A1
24098,30975,Faqid Tandon,54,M,A2
24099,4767,Rushil Srinivasan,21,M,A1
24100,33978,Om Narain,31,F,A1
24101,27250,Xavier Ganesan,39,M,A1
24102,23258,Vihaan Mani,19,F,A1
24103,38994,Bahadurjit Buch,28,F,A1
24104,31610,Harita Varughese,49,M,A1
24105,27453,Neha Kala,36,F,A1
24106,16939,Michael Ramakrishnan,45,M,A1
24107,30969,Ethan Bhasin,47,F,A1
24108,30969,Gabriel Gour,58,M,A2
24109,6315,Kavya Subramanian,51,F,A1
24110,6315,Warjas Sandal,55,F,A2
24111,3703,Eta Brahmbhatt,26,M,A1
24112,26845,Ekbal Sura,37,F,A1
24113,2460,Michael Rau,39,F,A1
24114,8295,Chakrika Koshy,19,F,A1
24115,5559,Balvan Kunda,18,F,A1
24116,30946,Vamakshi Murty,45,M,A1
24117,5948,Reyansh Swamy,40,F,A1
24118,10007,Chatura Nanda,40,M,A1
24119,10007,Aradhana Mall,56,F,A2
24120,27743,Hemal Guha,42,F,A1
24121,27743,Andrew Verma,25,F,A2
24122,10365,Gunbir Kara,44,M,A1
24123,13256,Chanchal Deshmukh,52,M,A1
24124,13256,Alexander Nagy,43,F,A2
24125,8428,Matthew Patel,50,F,A1
24126,8428,Madhavi Sanghvi,29,M,A2
24127,33728,Udant Madan,57,F,A1
24128,21600,Parth Garg,25,F,A1
24129,31361,Michael Kala,35,F,A1
24130,31361,Radha Rao,45,M,A2
24131,5936,Hardik Panchal,49,F,A1
24132,32141,Faqid Sarna,47,M,A1
24133,32141,Wriddhish Shan,25,M,A2
24134,14718,Chaitanya Singhal,44,M,A1
24135,20524,Qarin Rama,59,M,A1
24136,18236,Advaith Banerjee,18,F,A1
24137,18236,Bhavika Hora,58,F,A2
24138,39607,Jonathan Tata,33,M,A1
24139,39607,Dipta Thaker,59,M,A2
24140,26371,Xalak Mander,23,M,A1
24141,26371,Mohammed Parsa,35,F,A2
24142,4775,Ishani Mukhopadhyay,21,M,A1
24143,24170,Daksha Goel,41,M,A1
24144,24170,Jacob Varty,42,F,A2
24145,19411,Veda Saran,38,F,A1
24146,19411,Zansi Karan,18,F,A2
24147,34812,Rayaan Sheth,46,F,A1
24148,27820,Oeshi Desai,46,M,A1
24149,34609,Zarna Khatri,43,F,A1
24150,34609,Isaiah Rama,56,F,A2
24151,24884,Andrew Menon,60,M,A1
24152,24884,Nandini Banik,51,F,A2
24153,20398,Chandran Morar,17,F,A1
24154,20398,Hredhaan Toor,47,M,A2
24155,36139,Indali Kant,24,F,A1
24156,146,Falak Manda,33,M,A1
24157,146,Aashi Gopal,20,F,A2
24158,146,Chameli Ram,37,F,A3
24159,146,Turvi Patla,33,M,A4
24160,8828,Bhavani De,57,F,A1
24161,8828,Anthony Thakur,24,F,A2
24162,28334,Maanas Seth,59,M,A1
24163,28334,Charita Walia,27,M,A2
24164,6928,Saksham Gopal,57,F,A1
24165,14915,Charles Shah,29,F,A1
24166,14915,Chandran Chana,29,F,A2
24167,3228,Bimala Nanda,21,M,A1
24168,19124,Tanvi Narula,49,M,A1
24169,35412,Meghana Tak,33,M,A1
24170,617,Maya Manne,50,F,A1
24171,25,Vihaan Balay,30,F,A1
24172,25,Damini Ganguly,38,M,A2
24173,1851,Chanakya Yohannan,40,F,A1
24174,18372,Ucchal Dada,16,F,A1
24175,18372,Isaiah Krishnamurthy,54,F,A2
24176,26404,Unni Nazareth,49,F,A1
24177,26404,Om Sahota,29,F,A2
24178,29711,Ekalinga Khatri,29,M,A1
24179,29711,Andrew Shanker,45,F,A2
24180,2298,Samesh Choudhury,24,M,A1
24181,9090,Nisha Gulati,53,M,A1
24182,31131,Zaitra Sane,59,M,A1
24183,15346,Nikita Sinha,46,M,A1
24184,36451,Zaitra Anne,31,M,A1
24185,36451,Raghav Desai,53,M,A2
24186,5933,Hardik Panchal,49,F,A1
24187,5318,Indali Thakkar,32,F,A1
24188,29635,Ishanvi Koshy,42,M,A1
24189,20678,Madhav Balasubramanian,51,F,A1
24190,20678,Geetika Pillay,37,F,A2
24191,25572,Reyansh Chacko,35,F,A1
24192,2239,Ridhi Batta,22,M,A1
24193,10154,Sathvik Sehgal,29,F,A1
24194,39302,Wyatt Kibe,52,M,A1
24195,37340,Banjeet Ghose,37,M,A1
24196,37340,Chatura Merchant,17,M,A2
24197,31203,Siya Kala,37,F,A1
24198,31203,Warda Dua,46,M,A2
24199,34540,Dhruv Kumar,56,F,A1
24200,31783,Frederick Chatterjee,58,M,A1
24201,31783,Janani Bahri,52,F,A2
24202,962,Vasana Gera,38,M,A1
24203,14614,Sarthak Upadhyay,21,F,A1
24204,15463,Vidhi Sankar,20,M,A1
24205,15463,Balendra Sawhney,25,M,A2
24206,1746,Hemal Bhavsar,21,F,A1
24207,6917,Bhavika Sawhney,42,F,A1
24208,6917,Atharv Chaudhary,36,M,A2
24209,36710,Shaurya Amble,35,F,A1
24210,36710,Aditya Sagar,47,M,A2
24211,8314,Mitali Prakash,18,F,A1
24212,9416,Girindra Manne,19,F,A1
24213,9416,Samar Palla,25,F,A2
24214,973,Vasana Gera,38,M,A1
24215,24631,Lucky Shukla,30,F,A1
24216,27476,Zehaan Raja,54,F,A1
24217,14805,Vyanjana Hayre,54,F,A1
24218,14805,Sneha Sehgal,42,M,A2
24219,19721,Dakshesh Seshadri,40,M,A1
24220,19721,Ayaan Seshadri,34,F,A2
24221,11006,Kala Dayal,29,M,A1
24222,11006,Yatan Bajaj,17,F,A2
24223,25957,Liam Swamy,46,M,A1
24224,958,Vasana Gera,38,M,A1
24225,31642,Riya Chand,25,M,A1
24226,31642,Eshana Puri,27,M,A2
24227,35024,Yashodhara Kapoor,29,M,A1
24228,35024,Eiravati Sinha,23,F,A2
24229,35366,Falguni Kar,45,F,A1
24230,35366,Yochana Batta,52,F,A2
24231,33025,Aayush Srinivas,27,F,A1
24232,37770,Sai Nayak,35,M,A1
24233,37770,Nathaniel Saxena,43,M,A2
24234,5129,Harita Bir,33,F,A1
24235,3229,Bimala Nanda,21,M,A1
24236,15989,Unni Chand,31,F,A1
24237,15989,Udarsh Morar,25,M,A2
24238,35134,Naksh Pai,20,F,A1
24239,35134,Harrison Raja,58,M,A2
24240,2461,Michael Rau,39,F,A1
24241,37176,Mason Mohanty,58,M,A1
24242,27943,Hema Bahri,60,F,A1
24243,33334,Yadavi Bava,26,F,A1
24244,15151,Lavanya Mittal,25,F,A1
24245,15151,Chandani Mittal,59,M,A2
24246,18661,Chaitaly Suresh,55,M,A1
24247,18661,Udarsh Kadakia,55,F,A2
24248,34403,Ishaan Sur,32,F,A1
24249,34403,Frado Tailor,55,F,A2
24250,3805,Ranbir Pau,19,M,A1
24251,24397,Girik Sura,36,F,A1
24252,18813,Chaitaly Bumb,56,F,A1
24253,18813,Kala Basak,40,F,A2
24254,27692,Bakhshi Savant,29,M,A1
24255,27692,Dalaja Tak,34,M,A2
24256,6550,Anusha Savant,36,F,A1
24257,25630,Unni Memon,36,F,A1
24258,7808,Gabriel Iyer,29,F,A1
