EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,
758,28,521,3,3,KGID100758,Gaurang,20-10-1976,M,A+,0,
759,5,1119,6,3,KGID100759,Saumya,07-12-1968,F,A+,0,
760,16,549,2,2,KGID100760,Manya,17-10-1973,M,O+,0,
761,16,540,7,1,KGID100761,Yashasvi,09-02-1973,M,A+,0,
762,27,673,4,4,KGID100762,Vamakshi,21-03-1971,M,AB+,0,
763,22,782,4,3,KGID100763,Lavanya,16-04-1997,F,A+,0,
764,5,1126,4,2,KGID100764,Jhalak,09-05-1994,M,AB+,0,
765,31,353,7,1,KGID100765,Chasmum,19-07-1974,F,A+,0,
766,10,604,3,1,KGID100766,Hiral,18-04-1982,M,O+,0,
767,23,452,4,2,KGID100767,Aarna,13-02-1984,M,O-,0,
768,9,1242,1,3,KGID100768,Fariq,08-01-1978,F,A+,0,
769,18,719,6,2,KGID100769,Balvan,18-08-1987,F,B+,0,
770,30,332,1,3,KGID100770,Arya,25-02-2001,M,B+,0,
771,11,697,6,3,KGID100771,Yashasvi,07-02-1997,F,O+,0,
772,28,521,1,1,KGID100772,Darsh,14-04-1974,F,O-,0,
773,21,840,7,4,KGID100773,George,19-07-2001,M,A+,0,
774,12,647,1,4,KGID100774,Vidhi,01-01-1972,M,O+,0,
775,5,1121,6,4,KGID100775,Oscar,25-06-1968,M,A+,0,
776,6,304,2,2,KGID100776,Henry,30-08-1971,F,A+,0,
777,15,762,7,1,KGID100777,Madhav,11-06-1970,F,AB+,0,
778,15,760,4,3,KGID100778,Yuvraj,18-02-1992,M,O-,0,
779,27,674,2,3,KGID100779,Hardik,01-04-1986,F,O+,0,
780,14,469,4,1,KGID100780,Hemang,16-06-2000,F,AB+,0,
781,15,754,3,2,KGID100781,Aadi,28-08-1978,F,O-,0,
782,31,341,2,1,KGID100782,Irya,15-06-1993,M,O+,0,
783,5,1105,5,4,KGID100783,Pushti,02-06-1971,M,O-,0,
784,31,340,7,4,KGID100784,Faqid,23-03-1996,F,O-,0,
785,19,981,7,4,KGID100785,Reva,28-06-1990,M,AB+,0,
786,2,584,1,4,KGID100786,Jairaj,14-02-1970,M,O-,0,
787,21,862,5,2,KGID100787,Edhitha,31-12-1978,M,AB+,0,
788,23,455,2,2,KGID100788,Aachal,11-07-1983,M,B+,0,
789,30,321,4,1,KGID100789,Chaaya,21-10-1974,F,B+,0,
790,5,1120,6,2,KGID100790,Vasudha,21-02-1994,F,O+,0,
791,17,1210,6,1,KGID100791,Lipika,29-03-1982,M,AB+,0,
792,21,847,4,3,KGID100792,Jeet,13-05-1991,F,O-,0,
793,15,747,7,1,KGID100793,Farhan,21-04-1969,F,A+,0,
794,11,702,2,2,KGID100794,Ekiya,09-07-1999,M,A+,0,
795,21,854,7,1,KGID100795,Vritti,19-05-1999,F,O-,0,
796,5,1179,3,4,KGID100796,Idika,22-05-1971,F,AB+,0,
797,8,948,4,4,KGID100797,Samaksh,12-07-1975,M,B+,0,
798,29,560,4,2,KGID100798,Shravya,03-11-1970,F,A+,0,
799,27,683,3,2,KGID100799,Hredhaan,23-05-1975,M,AB+,0,
800,17,1220,3,3,KGID100800,Ubika,02-04-1970,M,O+,0,
801,5,1115,7,3,KGID100801,Urvashi,04-03-1973,F,O+,0,
802,5,1141,4,1,KGID100802,Henry,27-05-1986,M,B+,0,
803,2,585,6,4,KGID100803,Arjun,29-04-1995,F,O+,0,
804,5,1024,4,1,KGID100804,Devika,02-12-1989,M,AB+,0,
805,13,494,7,4,KGID100805,Gavin,28-11-1990,F,O-,0,
806,5,1166,3,1,KGID100806,Ira,26-06-1988,M,A+,0,
807,2,596,6,4,KGID100807,Sai,31-01-1983,M,O-,0,
808,5,1178,5,1,KGID100808,Meghana,04-01-1973,M,B+,0,
809,5,1174,7,2,KGID100809,Zinal,14-11-1997,M,B+,0,
810,30,311,4,1,KGID100810,Nachiket,08-05-1974,F,B+,0,
811,16,558,3,4,KGID100811,Bina,27-01-1994,F,A+,0,
812,19,975,1,2,KGID100812,Qushi,15-08-1978,F,AB+,0,
813,26,886,4,2,KGID100813,Ridhi,10-05-1995,F,O-,0,
814,21,842,3,3,KGID100814,Viraj,21-09-1993,M,O+,0,
815,5,1044,7,1,KGID100815,Frado,16-04-1973,F,A+,0,
816,27,673,1,2,KGID100816,Mitali,14-05-1986,M,B+,0,
817,8,940,2,2,KGID100817,Liam,08-07-1997,F,AB+,0,
818,22,803,1,1,KGID100818,Nidhi,27-12-1971,F,B+,0,
819,8,940,2,1,KGID100819,Chaaya,18-02-1987,M,O+,0,
820,26,900,7,3,KGID100820,Samuel,05-06-1999,F,AB+,0,
821,17,1194,4,3,KGID100821,Advik,02-12-1984,F,O+,0,
822,13,501,4,3,KGID100822,Arunima,06-06-1998,F,O-,0,
823,3,382,1,3,KGID100823,Yochana,27-09-1979,F,O+,0,
824,19,978,1,4,KGID100824,Tamanna,12-03-1985,M,O+,0,
825,29,561,6,3,KGID100825,Ijaya,02-04-1996,F,O+,0,
826,8,949,6,3,KGID100826,Nidra,07-11-1987,M,B+,0,
827,22,807,7,2,KGID100827,Jonathan,07-06-1974,M,O-,0,
828,11,691,6,3,KGID100828,Oliver,08-04-1978,M,A+,0,
829,8,949,4,3,KGID100829,Panini,02-09-1976,F,AB+,0,
830,11,692,4,1,KGID100830,Radha,25-06-1991,M,O+,0,
831,5,1021,6,2,KGID100831,Vihaan,11-07-1983,F,O+,0,
832,22,797,3,2,KGID100832,Sara,19-06-1975,M,O+,0,
833,3,377,4,2,KGID100833,Logan,12-12-1990,F,O-,0,
834,5,1059,2,3,KGID100834,Veer,31-08-1993,M,B+,0,
835,12,641,2,3,KGID100835,Jeevika,11-11-1968,F,O+,0,
836,25,658,3,3,KGID100836,Orinder,12-08-1989,F,A+,0,
837,15,759,1,1,KGID100837,Upkaar,17-05-1978,F,B+,0,
838,22,790,1,4,KGID100838,Saanvi,31-01-1995,F,AB+,0,
839,30,333,7,2,KGID100839,Ekiya,27-02-1998,M,B+,0,
840,12,628,4,4,KGID100840,Veer,30-11-1969,M,O+,0,
841,5,1161,6,2,KGID100841,Mitesh,14-10-1968,M,AB+,0,
842,10,618,6,2,KGID100842,Ekbal,24-05-1987,F,A+,0,
843,6,282,4,3,KGID100843,Balendra,01-12-1987,M,B+,0,
844,21,868,7,2,KGID100844,Deepa,07-01-1996,F,A+,0,
845,1,410,5,4,KGID100845,Timothy,29-12-1991,F,AB+,0,
846,11,717,4,4,KGID100846,Edhitha,02-02-1978,M,A+,0,
847,7,824,2,3,KGID100847,Joshua,12-03-1968,M,O+,0,
848,5,1053,7,2,KGID100848,Gauri,29-03-1994,M,A+,0,
849,24,919,6,2,KGID100849,Harini,12-09-2000,M,O+,0,
850,2,597,2,1,KGID100850,Gayathri,14-01-1983,F,O-,0,
851,26,880,3,2,KGID100851,William,30-10-1998,M,A+,0,
852,2,583,3,4,KGID100852,Hemal,13-01-1997,F,AB+,0,
853,5,1187,6,2,KGID100853,Ekavir,27-05-1989,F,AB+,0,
854,12,645,7,2,KGID100854,Damini,10-02-1999,M,AB+,0,
855,6,297,2,2,KGID100855,Saanvi,29-10-1992,M,B+,0,
856,5,1029,1,2,KGID100856,Januja,08-04-1986,M,O+,0,
857,5,1006,6,1,KGID100857,Anjali,25-09-1976,F,O+,0,
858,5,1067,5,1,KGID100858,Arin,07-07-1969,M,A+,0,
859,8,947,7,1,KGID100859,Saumya,22-12-1982,M,A+,0,
860,11,704,4,4,KGID100860,Abha,22-03-1976,M,O-,0,
861,28,536,4,2,KGID100861,Leela,12-03-1968,M,A+,0,
862,2,586,4,1,KGID100862,Christopher,08-04-1971,F,O-,0,
863,26,898,6,2,KGID100863,Samuel,20-04-2001,F,A+,0,
864,22,801,6,1,KGID100864,Raghav,02-09-1985,F,A+,0,
865,5,1081,1,4,KGID100865,Rehaan,27-05-1994,M,O-,0,
866,13,482,7,3,KGID100866,Zaid,17-06-1991,M,O+,0,
867,4,998,4,3,KGID100867,Widisha,03-02-1993,M,A+,0,
868,21,839,4,2,KGID100868,Forum,22-07-1973,F,O+,0,
869,28,518,1,1,KGID100869,Frado,02-08-2000,M,A+,0,
870,5,1133,5,4,KGID100870,Dipta,03-08-1971,M,A+,0,
871,5,1076,5,1,KGID100871,Rehaan,28-08-1971,M,O+,0,
872,8,937,2,4,KGID100872,Kabir,17-10-1978,F,O+,0,
873,15,753,1,1,KGID100873,Caleb,07-01-1969,M,A+,0,
874,5,1150,3,3,KGID100874,Samar,25-02-1972,F,AB+,0,
875,5,1034,1,1,KGID100875,Neel,21-12-1975,M,A+,0,
876,5,1150,2,2,KGID100876,Ronith,06-08-1969,F,O+,0,
877,17,1193,4,3,KGID100877,Om,27-07-1985,M,O+,0,
878,5,1112,3,2,KGID100878,Vaishnavi,26-12-1970,M,AB+,0,
879,27,687,4,3,KGID100879,Guneet,01-04-2000,F,AB+,0,
880,5,1097,4,2,KGID100880,Guneet,30-09-1979,M,B+,0,
881,4,990,6,1,KGID100881,Harinakshi,30-01-1973,M,A+,0,
882,11,704,5,4,KGID100882,Lekha,23-07-1989,F,B+,0,
883,26,903,4,3,KGID100883,Ojas,03-12-1973,M,B+,0,
884,22,772,4,1,KGID100884,Avi,28-06-2000,F,AB+,0,
885,30,325,1,3,KGID100885,Triveni,26-11-1983,F,A+,0,
886,4,999,7,2,KGID100886,Pranit,12-01-1978,F,O-,0,
887,22,813,6,1,KGID100887,Hitesh,25-11-1991,F,B+,0,
888,22,771,3,4,KGID100888,Advika,09-02-1991,M,O-,0,
889,17,1191,5,1,KGID100889,Bhavika,05-02-1997,M,B+,0,
890,22,795,7,4,KGID100890,Harinakshi,17-03-1999,F,B+,0,
891,3,354,7,4,KGID100891,Yash,03-10-1980,F,B+,0,
892,10,616,3,1,KGID100892,Arin,16-03-1996,M,O-,0,
893,24,936,4,4,KGID100893,Ridhi,12-11-1992,M,A+,0,
894,15,748,4,4,KGID100894,Balvan,14-08-1996,M,AB+,0,
895,18,735,3,1,KGID100895,Mohammed,28-11-1978,F,A+,0,
896,3,383,4,4,KGID100896,Hitesh,04-03-1973,M,O-,0,
897,21,840,1,1,KGID100897,Adweta,27-03-1987,F,O-,0,
898,21,853,2,4,KGID100898,Gaurav,12-03-1989,F,O+,0,
899,5,1123,1,2,KGID100899,Nimrat,20-03-2000,F,O+,0,
900,21,851,7,4,KGID100900,Bhavna,24-09-1993,F,AB+,0,
901,3,394,1,2,KGID100901,Faqid,23-06-1972,M,O+,0,
902,12,641,7,3,KGID100902,Anthony,11-02-1972,F,A+,0,
903,30,324,2,4,KGID100903,Odika,20-12-1976,M,AB+,0,
904,3,387,3,2,KGID100904,Tanish,20-12-1990,M,A+,0,
905,9,1230,7,4,KGID100905,Yashoda,16-09-1976,M,AB+,0,
906,5,1122,7,2,KGID100906,Brinda,07-04-1984,F,A+,0,
907,5,1053,4,1,KGID100907,Tamanna,27-06-1990,M,AB+,0,
908,15,746,6,2,KGID100908,Arya,17-05-1992,F,A+,0,
909,7,821,6,1,KGID100909,Ayushman,14-01-1996,F,O-,0,
910,22,772,5,2,KGID100910,Osha,25-04-1979,M,B+,0,
911,3,384,4,3,KGID100911,Advika,08-02-1980,F,AB+,0,
912,26,901,6,2,KGID100912,Adweta,02-04-1977,F,AB+,0,
913,12,629,3,4,KGID100913,Pallavi,25-07-1967,M,B+,0,
914,11,700,5,3,KGID100914,Janya,05-10-1979,F,O-,0,
915,24,925,2,2,KGID100915,Saumya,01-09-1989,M,O-,0,
916,5,1009,3,3,KGID100916,Aashi,21-03-1973,M,B+,0,
917,22,793,5,3,KGID100917,Nidhi,25-02-1978,M,O+,0,
918,21,853,4,4,KGID100918,Neha,09-03-1987,F,AB+,0,
919,5,1105,1,1,KGID100919,Tanmayi,21-04-1988,M,AB+,0,
920,23,426,1,1,KGID100920,Keya,31-05-1969,M,O+,0,
921,5,1046,7,2,KGID100921,Devika,08-02-1988,F,O+,0,
922,23,427,7,1,KGID100922,Faraj,06-02-1991,F,B+,0,
923,5,1049,5,1,KGID100923,Meera,16-10-1967,F,AB+,0,
924,3,382,5,2,KGID100924,Krishna,20-05-1985,F,B+,0,
925,22,801,7,3,KGID100925,Theodore,17-07-1979,M,AB+,0,
926,27,674,4,3,KGID100926,Shivani,19-05-1995,M,A+,0,
927,5,1039,3,2,KGID100927,Tarak,01-05-1982,F,B+,0,
928,17,1211,6,3,KGID100928,Darika,02-06-1980,M,B+,0,
929,29,579,4,2,KGID100929,Qushi,02-10-1994,M,B+,0,
930,23,455,6,1,KGID100930,Balendra,19-02-1979,F,A+,0,
931,11,716,3,3,KGID100931,Wridesh,26-09-1998,M,B+,0,
932,26,876,7,3,KGID100932,Ishanvi,03-09-1999,M,O+,0,
933,15,755,6,2,KGID100933,Ayaan,09-09-1989,M,B+,0,
934,9,1228,3,1,KGID100934,Udyati,22-03-1968,F,AB+,0,
935,5,1086,5,3,KGID100935,Hitesh,13-06-1973,M,O+,0,
936,22,816,2,2,KGID100936,Aarini,15-07-1986,M,O-,0,
937,23,441,4,4,KGID100937,Teerth,26-04-1980,M,O+,0,
938,13,504,2,3,KGID100938,Vincent,13-03-1988,F,O+,0,
939,29,578,2,4,KGID100939,Meera,20-09-1975,M,A+,0,
940,19,962,3,4,KGID100940,Zarna,13-03-1972,M,O-,0,
941,17,1218,5,2,KGID100941,Jyoti,22-10-1976,M,O+,0,
942,27,668,7,1,KGID100942,Rachana,19-10-1984,F,O+,0,
943,7,831,6,3,KGID100943,Fitan,05-08-1983,M,O-,0,
944,5,1119,7,3,KGID100944,Falguni,15-03-1999,F,AB+,0,
945,30,322,3,2,KGID100945,Barkha,11-01-1985,F,O-,0,
946,3,362,1,2,KGID100946,Baghyawati,09-03-1972,M,A+,0,
947,13,493,6,2,KGID100947,Vritti,26-03-1994,F,A+,0,
948,13,488,5,4,KGID100948,Tarak,01-06-1987,M,B+,0,
949,6,302,4,3,KGID100949,Ekaraj,17-11-1969,M,A+,0,
950,31,353,1,2,KGID100950,Girish,27-02-1968,F,O-,0,
951,31,350,5,2,KGID100951,Devika,19-11-2000,F,AB+,0,
952,27,675,4,4,KGID100952,Arjun,18-06-1997,F,O+,0,
953,6,295,4,1,KGID100953,Aayush,10-02-1983,M,O-,0,
954,31,342,7,1,KGID100954,Hiral,08-11-1986,M,O+,0,
955,9,1228,5,1,KGID100955,Varsha,03-09-1980,F,O+,0,
956,26,899,1,3,KGID100956,Vincent,20-04-1998,F,AB+,0,
957,27,682,7,1,KGID100957,Rachita,01-12-1970,F,B+,0,
958,7,824,2,2,KGID100958,Kabir,23-09-1975,F,O-,0,
959,29,580,6,2,KGID100959,Banjeet,08-05-1975,F,O+,0,
960,9,1250,1,2,KGID100960,Yashawini,19-10-1973,M,A+,0,
961,6,283,5,4,KGID100961,Bina,10-01-1968,M,O+,0,
962,13,493,6,3,KGID100962,Darsh,17-12-1978,M,AB+,0,
963,17,1205,6,2,KGID100963,Meghana,23-08-1980,M,B+,0,
964,13,504,5,3,KGID100964,Yadavi,20-05-1973,M,A+,0,
965,14,463,6,1,KGID100965,Yoshita,22-09-1994,F,O-,0,
966,31,352,3,1,KGID100966,Laban,24-04-1982,F,A+,0,
967,13,480,6,4,KGID100967,Yuvraj,18-03-1971,F,O+,0,
968,1,409,6,2,KGID100968,Robert,27-07-1975,M,O+,0,
969,26,912,1,2,KGID100969,Bishakha,19-05-1980,F,AB+,0,
970,15,739,3,3,KGID100970,Patrick,07-05-1971,M,O-,0,
971,21,858,3,3,KGID100971,Wridesh,27-01-1991,F,B+,0,
972,6,282,3,2,KGID100972,Maanas,13-10-1986,M,AB+,0,
973,29,561,7,3,KGID100973,Faqid,02-07-1980,M,O+,0,
974,5,1176,4,4,KGID100974,Aarav,31-08-1985,F,O+,0,
975,5,1071,3,4,KGID100975,Sanya,26-05-1991,M,B+,0,
976,8,939,5,1,KGID100976,Ranveer,16-01-1983,F,B+,0,
977,17,1190,5,2,KGID100977,Naksh,25-08-1968,F,A+,0,
978,5,1022,1,1,KGID100978,Falguni,31-07-1986,M,O-,0,
979,21,870,4,2,KGID100979,Sanaya,01-07-1978,M,O-,0,
980,16,544,5,4,KGID100980,Ethan,05-11-1995,M,O+,0,
981,27,679,2,3,KGID100981,Anusha,11-03-1997,M,AB+,0,
982,22,791,5,1,KGID100982,Lipika,02-08-1982,F,O+,0,
983,22,792,1,2,KGID100983,Baljiwan,26-06-1997,M,O-,0,
984,23,421,4,2,KGID100984,Gayathri,21-01-1974,M,O-,0,
985,9,1249,5,2,KGID100985,Rehaan,09-08-1991,F,O+,0,
986,30,319,2,4,KGID100986,Rajeshri,23-09-1999,M,A+,0,
987,16,548,3,2,KGID100987,Xavier,27-08-1972,M,B+,0,
988,22,808,7,3,KGID100988,Yochana,20-09-1985,F,AB+,0,
989,17,1217,4,1,KGID100989,Karan,30-03-1979,M,O+,0,
990,3,383,6,3,KGID100990,Bhavika,16-05-1991,F,O-,0,
991,7,835,5,2,KGID100991,Balhaar,06-02-1982,F,AB+,0,
992,25,652,5,1,KGID100992,Yashodhara,07-12-1978,F,AB+,0,
993,17,1207,2,4,KGID100993,Ekalinga,13-07-1979,F,O+,0,
994,22,776,7,4,KGID100994,Lohit,29-05-1994,M,O-,0,
995,5,1181,2,4,KGID100995,Vrinda,12-05-1985,M,B+,0,
996,3,356,5,3,KGID100996,Wahab,22-01-1996,M,B+,0,
997,14,469,2,3,KGID100997,Henry,04-11-1989,M,B+,0,
998,11,702,7,3,KGID100998,Elijah,06-05-1981,M,AB+,0,
999,19,969,4,4,KGID100999,Diya,31-05-1984,M,O-,0,
1000,23,443,6,4,KGID101000,Yamini,14-03-1987,M,B+,0,
1001,30,322,2,2,KGID101001,Yashoda,21-12-2000,M,O-,0,
1002,30,318,5,2,KGID101002,David,08-06-1992,M,B+,0,
1003,16,542,2,4,KGID101003,Ria,13-12-1968,M,O+,0,
1004,9,1247,1,2,KGID101004,Indrajit,23-08-1988,F,O-,0,
1005,15,760,7,4,KGID101005,Wahab,29-09-1995,M,B+,0,
1006,5,1128,4,2,KGID101006,Lila,14-12-1994,M,O-,0,
1007,8,953,5,3,KGID101007,Wyatt,15-05-1977,M,O+,0,
1008,9,1222,4,1,KGID101008,Amruta,22-03-2001,M,AB+,0,
1009,27,672,2,1,KGID101009,Ikbal,17-05-1974,M,B+,0,
1010,22,813,7,4,KGID101010,Vedika,10-02-1976,M,O-,0,
1011,3,376,2,4,KGID101011,Darsh,02-06-1991,M,O-,0,
1012,22,793,7,1,KGID101012,Mugdha,02-05-1972,M,AB+,0,
1013,8,953,2,1,KGID101013,Fitan,09-05-1973,F,O-,0,
1014,11,708,3,1,KGID101014,Ayushman,22-01-1969,F,B+,0,
1015,9,1238,7,4,KGID101015,Jagdish,10-03-1989,F,O+,0,
1016,26,881,7,1,KGID101016,Jagrati,08-03-1971,F,B+,0,
1017,16,538,4,2,KGID101017,Shravya,01-07-1969,M,O+,0,
1018,26,890,5,4,KGID101018,Om,03-07-1981,F,B+,0,
1019,6,283,6,1,KGID101019,Jacob,06-07-1981,M,O-,0,
1020,6,285,4,2,KGID101020,Nitara,05-12-1989,F,AB+,0,
1021,12,648,1,2,KGID101021,Yashodhara,23-05-1997,F,O-,0,
1022,16,537,3,4,KGID101022,Forum,29-06-2001,F,O-,0,
1023,29,560,6,4,KGID101023,Dakshesh,28-06-1995,M,AB+,0,
1024,21,843,7,4,KGID101024,Charles,31-08-1990,M,O+,0,
1025,21,850,5,4,KGID101025,Ekaraj,19-06-1988,F,O+,0,
1026,21,869,3,4,KGID101026,Rajata,09-09-1971,M,A+,0,
1027,5,1043,2,4,KGID101027,Ishita,15-03-1975,M,A+,0,
1028,13,497,5,4,KGID101028,Gaurav,16-11-1982,F,O-,0,
1029,26,906,6,1,KGID101029,Parth,12-06-1995,M,AB+,0,
1030,24,929,1,1,KGID101030,Harshil,24-11-1980,M,AB+,0,
1031,9,1226,5,4,KGID101031,Wridesh,09-11-1985,M,A+,0,
1032,16,547,2,3,KGID101032,Pallavi,23-12-2000,M,O-,0,
1033,30,316,6,4,KGID101033,William,06-05-1992,F,O-,0,
1034,8,949,5,3,KGID101034,Aahana,25-07-1987,M,B+,0,
1035,24,933,4,4,KGID101035,Bhavna,25-08-1971,M,B+,0,
1036,5,1148,6,3,KGID101036,Arunima,10-09-1980,M,A+,0,
1037,5,1080,5,2,KGID101037,Dhruv,22-08-1969,M,A+,0,
1038,12,646,2,1,KGID101038,Kavya,04-03-1988,M,A+,0,
1039,29,560,7,4,KGID101039,Samarth,09-08-1984,F,AB+,0,
1040,11,693,5,2,KGID101040,Aarini,07-01-1989,M,A+,0,
1041,17,1219,1,3,KGID101041,Turvi,02-02-1991,F,O+,0,
1042,5,1113,3,2,KGID101042,Aishani,13-04-1972,M,AB+,0,
1043,9,1230,4,1,KGID101043,Mitesh,06-01-1998,F,B+,0,
1044,11,694,5,1,KGID101044,Triya,24-03-1974,M,O-,0,
1045,29,579,3,1,KGID101045,Raagini,07-10-1976,F,O-,0,
1046,5,1110,7,3,KGID101046,Aarav,22-03-1996,F,AB+,0,
1047,21,854,4,2,KGID101047,Yahvi,18-08-1967,F,AB+,0,
1048,19,975,4,1,KGID101048,Yagnesh,02-06-1971,F,A+,0,
1049,16,542,1,4,KGID101049,Varsha,06-01-1980,M,B+,0,
1050,5,1097,3,4,KGID101050,Qabil,15-07-1975,F,O-,0,
1051,7,826,1,3,KGID101051,Geetika,25-01-1972,M,O+,0,
1052,3,373,4,3,KGID101052,Kabir,03-12-1970,M,O-,0,
1053,9,1231,2,4,KGID101053,Ekapad,11-10-1974,F,O+,0,
1054,13,501,5,3,KGID101054,Tristan,31-05-1994,M,B+,0,
1055,22,788,6,2,KGID101055,Caleb,15-09-1990,M,B+,0,
1056,5,1171,3,2,KGID101056,Ekalinga,17-10-1979,M,B+,0,
1057,5,1132,2,3,KGID101057,Jyoti,15-06-1976,M,A+,0,
1058,3,400,1,4,KGID101058,Luke,01-11-1978,M,O-,0,
1059,30,321,7,4,KGID101059,Vasana,20-06-1997,F,O-,0,
1060,2,600,4,3,KGID101060,Gopal,22-01-1991,F,B+,0,
1061,5,1060,5,3,KGID101061,Faras,02-08-1989,F,B+,0,
1062,5,1046,5,2,KGID101062,Samaksh,13-11-1990,M,O-,0,
1063,5,1096,4,4,KGID101063,Abhimanyu,15-10-1997,M,O-,0,
1064,12,633,4,2,KGID101064,Tanay,07-06-1988,F,A+,0,
1065,4,993,5,4,KGID101065,Fiyaz,03-07-1973,F,A+,0,
1066,6,290,6,2,KGID101066,Om,06-07-1981,F,O-,0,
1067,3,381,3,3,KGID101067,Vasatika,20-03-1998,F,B+,0,
1068,21,839,3,2,KGID101068,Sarthak,18-06-1989,F,AB+,0,
1069,26,905,3,3,KGID101069,Eshana,03-09-1992,M,AB+,0,
1070,11,712,2,4,KGID101070,Siya,27-02-1993,F,O+,0,
1071,5,1152,4,3,KGID101071,Anika,02-07-1970,F,B+,0,
1072,21,863,2,2,KGID101072,Vedant,17-01-1993,M,O+,0,
1073,5,1101,2,4,KGID101073,Abeer,27-12-1989,F,B+,0,
1074,23,427,7,2,KGID101074,Chanakya,27-12-1970,F,A+,0,
1075,23,458,4,4,KGID101075,Aashi,12-09-1968,M,O-,0,
1076,7,824,6,3,KGID101076,Gauri,22-06-1995,F,O+,0,
1077,28,534,5,1,KGID101077,Vyanjana,07-07-1997,F,A+,0,
1078,4,985,2,1,KGID101078,Tanvi,19-07-1994,M,O+,0,
1079,15,765,7,1,KGID101079,Bhanumati,26-10-1979,F,O+,0,
1080,16,544,3,3,KGID101080,Yashvi,28-09-2000,F,O+,0,
1081,6,298,4,1,KGID101081,Yashawini,28-04-1983,F,O-,0,
1082,13,481,5,2,KGID101082,Ojas,18-05-1990,F,O+,0,
1083,10,610,6,4,KGID101083,Omkaar,07-06-1972,F,A+,0,
1084,27,668,5,3,KGID101084,Watika,08-03-1984,F,B+,0,
1085,5,1167,2,3,KGID101085,Nitara,23-06-1981,F,O-,0,
1086,21,863,4,1,KGID101086,Charles,04-12-1990,M,B+,0,
1087,12,629,2,3,KGID101087,Ojasvi,02-04-2000,F,O+,0,
1088,4,1005,3,4,KGID101088,Sara,06-04-1997,F,AB+,0,
1089,5,1077,7,3,KGID101089,Gautami,28-08-1976,F,AB+,0,
1090,23,449,2,1,KGID101090,Shaurya,28-11-1992,M,B+,0,
1091,8,955,3,1,KGID101091,Chakradev,23-12-1979,M,B+,0,
1092,27,684,1,1,KGID101092,Samesh,11-02-1999,M,AB+,0,
1093,21,839,1,1,KGID101093,Jeevika,06-12-1973,F,O-,0,
1094,5,1061,1,1,KGID101094,Pratyush,18-10-1991,F,O-,0,
1095,23,437,1,4,KGID101095,Radhika,03-05-1999,F,B+,0,
1096,28,531,6,3,KGID101096,Vinaya,05-04-1974,F,B+,0,
1097,1,412,5,2,KGID101097,Gaurangi,23-10-1977,M,A+,0,
1098,8,957,3,3,KGID101098,Maya,18-05-1996,F,AB+,0,
1099,5,1169,5,3,KGID101099,Xavier,18-02-1997,F,B+,0,
1100,9,1249,6,2,KGID101100,Thomas,26-02-1974,F,O-,0,
1101,18,723,5,3,KGID101101,Pallavi,06-10-1990,F,AB+,0,
1102,7,830,2,1,KGID101102,Arunima,28-05-1987,F,O+,0,
1103,25,652,4,3,KGID101103,Oliver,10-10-1975,M,O+,0,
1104,6,288,1,2,KGID101104,Vedant,29-05-1975,F,O+,0,
1105,15,758,5,1,KGID101105,Wyatt,05-12-1991,F,AB+,0,
1106,2,584,1,4,KGID101106,Idika,18-06-1972,F,O-,0,
1107,28,514,7,1,KGID101107,Sara,15-07-1999,F,B+,0,
1108,11,699,5,4,KGID101108,Prisha,20-08-1988,F,B+,0,
1109,23,445,6,4,KGID101109,Vivaan,21-07-1979,F,B+,0,
1110,16,547,1,4,KGID101110,Yoshita,17-08-1987,M,O-,0,
1111,5,1060,7,3,KGID101111,Warjas,10-05-1969,F,O-,0,
1112,5,1106,3,4,KGID101112,Veer,31-10-1984,M,A+,0,
1113,14,464,2,3,KGID101113,Falan,04-11-1986,M,AB+,0,
1114,26,910,4,3,KGID101114,Nandini,27-06-1995,F,B+,0,
1115,10,606,1,2,KGID101115,Finn,04-12-1967,M,O-,0,
1116,6,300,2,1,KGID101116,Pushti,19-04-1973,F,O+,0,
1117,1,406,6,4,KGID101117,Ridhi,05-10-1980,M,B+,0,
1118,3,370,2,1,KGID101118,Harinakshi,26-01-2000,F,B+,0,
1119,12,628,4,3,KGID101119,Ishaan,30-10-1994,F,O+,0,
1120,15,752,6,1,KGID101120,Om,17-07-1986,F,A+,0,
1121,5,1141,7,2,KGID101121,Vrinda,02-01-1987,M,O+,0,
1122,5,1072,4,1,KGID101122,Pranit,07-03-1979,F,B+,0,
1123,14,474,7,3,KGID101123,Dakshesh,14-10-1987,F,A+,0,
1124,3,402,7,2,KGID101124,Chavvi,12-08-1994,F,AB+,0,
1125,28,531,6,1,KGID101125,Simon,24-06-1968,M,AB+,0,
1126,5,1030,7,1,KGID101126,Lucky,15-04-1999,M,AB+,0,
1127,27,676,6,3,KGID101127,Pushti,20-09-2000,F,B+,0,
1128,24,922,6,1,KGID101128,Faraj,10-09-1999,M,O+,0,
1129,22,770,6,3,KGID101129,Falguni,03-08-1985,M,O+,0,
1130,5,1186,1,2,KGID101130,Alka,02-07-1993,M,B+,0,
1131,24,926,4,3,KGID101131,Henry,03-11-1987,M,B+,0,
1132,5,1091,3,1,KGID101132,Ojas,05-07-1984,F,B+,0,
1133,6,287,1,4,KGID101133,Gabriel,20-01-1975,M,O+,0,
