ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
14954,14954,Gautam Saran,54,3,4,6,F
5127,5127,Urvashi Trivedi,68,1,3,5,F
21757,21757,Baljiwan Pandit,63,4,1,3,F
10116,10116,Omkaar Tiwari,55,8,1,1,M
30522,30522,Tanmayi Randhawa,56,2,3,4,M
31897,31897,Nicholas Shukla,32,7,3,3,F
1775,1775,Yochana Purohit,18,1,3,4,F
20785,20785,Chandran Buch,24,6,3,4,M
36706,36706,Logan Ganguly,60,2,2,5,F
5010,5010,Chaitanya Cherian,22,3,2,5,M
11666,11666,Ishita Pandey,50,5,3,3,F
14711,14711,Udant Patla,52,8,4,1,M
22992,22992,Oscar Narayanan,72,1,2,6,M
350,350,Zayan Memon,70,5,4,5,F
21308,21308,Ikbal Bala,64,4,4,6,F
5174,5174,George Char,36,7,3,2,F
7337,7337,Shaurya Balasubramanian,53,5,1,6,F
21080,21080,Wahab Sidhu,74,3,1,3,F
26195,26195,Udarsh Jayaraman,74,2,1,5,F
25420,25420,Ekani Rao,56,5,1,4,F
17012,17012,Anay Maharaj,43,5,2,2,F
32527,32527,Lakshmi Dey,40,4,1,4,F
19847,19847,Rachita Maharaj,39,1,4,6,F
17671,17671,Keya Gade,19,6,1,4,M
128,128,Rajata Biswas,49,7,4,5,M
158,158,Maya Chaudhuri,45,6,1,6,M
9528,9528,Sai Ramanathan,66,6,3,1,M
264,264,Nicholas Yohannan,43,5,2,2,F
5125,5125,Max Parmer,61,4,3,2,F
22910,22910,Jeevika D’Alia,27,7,1,1,M
5176,5176,Chakradhar Kala,52,2,3,1,M
5889,5889,Chameli Karan,49,3,2,3,F
18735,18735,Unnati Sane,18,6,2,5,M
19478,19478,Bishakha Dave,26,8,3,2,M
27307,27307,Oviya Sekhon,23,7,3,6,F
19962,19962,Osha Bahri,39,1,3,2,F
20976,20976,Vamakshi Batta,46,8,4,5,M
3949,3949,Zashil Sabharwal,61,3,1,3,M
22290,22290,Chaitaly Grewal,66,6,3,1,M
6593,6593,Bhanumati Padmanabhan,42,1,4,6,F
3493,3493,Neelima Aggarwal,41,4,1,6,F
25456,25456,Waida Dasgupta,26,4,2,5,F
28866,28866,Hredhaan Panchal,27,8,4,1,M
15685,15685,Nathaniel Chokshi,67,8,3,5,F
5782,5782,Neel Garg,18,6,1,2,M
34108,34108,Samuel Sur,73,2,2,3,M
3837,3837,Luke Dugal,52,4,4,3,M
181,181,Harinakshi Bahri,37,4,3,6,F
21062,21062,Wazir Dhar,44,6,1,3,F
28548,28548,Xavier Chauhan,20,2,1,2,F
1984,1984,Bahadurjit Pathak,19,2,3,3,F
21298,21298,Eshana Som,20,2,3,5,F
38315,38315,Wriddhish Grewal,29,1,1,1,M
20942,20942,Joshua Mody,32,7,3,1,F
17716,17716,Netra Issac,52,8,4,5,M
6320,6320,Urvashi Natt,70,8,3,2,M
10929,10929,Tanish Sem,53,6,4,3,F
3617,3617,Banjeet Choudhary,66,7,2,5,F
7084,7084,Ekansh Sen,30,8,4,2,F
17173,17173,Maya Shenoy,30,1,2,5,M
13361,13361,Maanav Loyal,37,1,4,5,F
7078,7078,Chaaya Sawhney,38,5,2,2,F
7199,7199,Tanay Batta,30,3,4,4,F
8715,8715,Arya Puri,74,8,3,5,F
20154,20154,Daksha Balay,69,1,2,5,F
9575,9575,Harinakshi Date,71,5,3,1,F
2058,2058,Teerth Reddy,19,8,4,6,M
22291,22291,Yashawini Dhawan,37,4,1,2,F
25180,25180,Isaiah Prakash,73,1,2,5,M
2638,2638,Avi Mitter,74,7,4,4,M
154,154,Daniel Madan,68,2,3,3,M
29331,29331,Theodore Lata,43,1,1,3,F
7155,7155,Reva Kale,33,3,3,4,M
12303,12303,Isha More,42,2,2,1,F
31023,31023,Balveer Chada,30,4,3,5,F
25805,25805,Anya Zacharia,19,2,4,4,F
26637,26637,Vritti Pal,48,3,3,3,M
23906,23906,Rajeshri Ganguly,73,7,1,4,M
6561,6561,Qasim Anne,69,3,1,4,M
8745,8745,Henry Swaminathan,50,6,1,6,F
12588,12588,Pahal Saini,34,6,1,2,M
5919,5919,Yochana Sood,47,2,1,2,M
2056,2056,Ijaya Rana,62,6,1,5,F
14114,14114,Dhriti Kurian,62,4,3,4,M
25796,25796,Naveen Sawhney,47,4,1,1,F
37002,37002,Sachi Sane,65,4,2,6,F
1308,1308,Simon Doctor,33,6,1,5,F
35230,35230,Aarini Borah,74,4,1,5,F
30241,30241,Omkaar Hora,19,1,1,1,F
31862,31862,Chavvi Ram,34,5,3,3,F
6051,6051,Hiral Kata,47,2,3,5,F
35672,35672,Indrajit Brar,68,2,1,5,F
383,383,Wazir Chander,19,5,4,1,M
25280,25280,Gavin Nigam,24,2,2,2,F
33336,33336,Charles Padmanabhan,35,1,3,2,M
2824,2824,Ranbir Viswanathan,66,8,4,3,F
29986,29986,Wyatt Kalita,74,6,4,5,M
36994,36994,Udarsh Chauhan,32,1,3,3,M
12481,12481,Luke Bhatnagar,23,1,4,5,F
38339,38339,Ansh Saxena,23,6,2,6,F
13443,13443,Rachita Sankar,62,8,1,5,F
32888,32888,Chakradev Rai,27,5,4,4,M
2819,2819,Teerth Dyal,43,3,3,1,M
14501,14501,Lavanya Nagy,33,4,4,5,F
17594,17594,Isaiah Mital,39,7,1,2,F
11314,11314,Kabir Venkatesh,50,3,3,1,F
9965,9965,Turvi Batta,29,4,1,3,F
19946,19946,Chakradev Sharaf,23,8,3,6,M
3836,3836,Bishakha Lad,50,5,1,4,M
266,266,Farhan Nair,59,6,1,3,M
20693,20693,Jeremiah Rege,42,8,2,5,F
6918,6918,Sai Datta,21,4,1,1,F
7873,7873,Eshana Anne,63,8,2,1,M
31125,31125,Vedika Singhal,21,8,3,6,F
23553,23553,Rajata Mann,29,8,3,1,M
35400,35400,Zashil Balasubramanian,72,6,3,6,M
1988,1988,Joshua Batra,71,1,2,4,M
2635,2635,Devika Dyal,20,2,3,4,F
26767,26767,Yutika Shan,22,3,2,6,M
11917,11917,Rehaan Jani,41,5,2,2,M
2817,2817,Bhavna Karpe,57,5,1,2,M
10651,10651,Nakul Oak,44,7,3,1,F
28906,28906,Baghyawati Magar,34,5,2,3,M
1623,1623,Shivani Sawhney,21,3,4,2,M
27624,27624,Ishaan Singhal,53,6,3,2,F
30211,30211,Dakshesh Jani,75,4,2,2,M
10984,10984,Chaitaly Ranganathan,46,6,3,2,M
4363,4363,Urishilla Chaudhary,34,1,4,2,F
37242,37242,Daksh Dani,60,5,1,3,F
1777,1777,Dhruv Mander,72,7,4,1,M
1991,1991,Upasna Sunder,51,1,3,4,F
3973,3973,Triveni Master,51,6,4,5,F
5877,5877,Benjamin Kumar,48,1,1,2,F
17525,17525,Jalsa Tripathi,65,3,3,5,F
13328,13328,Dominic Lad,60,1,4,4,M
14696,14696,Hema Barad,35,5,1,1,M
13516,13516,Balendra Samra,57,8,2,4,M
32023,32023,Samar Rama,22,1,3,1,F
20199,20199,Lila Devan,52,6,4,5,M
23001,23001,Shravya Panchal,33,5,3,6,F
11263,11263,Owen Roy,22,5,2,4,F
37137,37137,Parth Mahajan,26,7,2,2,F
37033,37033,Ojasvi Agate,32,4,2,3,M
4362,4362,Gavin Khatri,64,4,1,6,M
17444,17444,Watika Singh,64,2,2,5,M
6050,6050,Aarav Dhar,45,7,1,4,M
24927,24927,Wazir Muni,26,6,3,2,M
21404,21404,Maanav Halder,54,7,2,5,M
16134,16134,Wyatt Bava,46,1,1,2,M
16941,16941,Anirudh Solanki,46,4,2,5,M
32289,32289,Bishakha Babu,35,6,4,6,M
18301,18301,Adweta Wadhwa,23,3,3,5,F
10517,10517,Onveer Bhatt,61,1,3,3,F
33350,33350,Devansh Rau,75,6,4,5,F
25970,25970,Unni Mukhopadhyay,22,4,2,2,F
6049,6049,Fitan Mann,59,7,1,5,M
27137,27137,Raksha Ganguly,29,8,1,2,M
29797,29797,Ayaan Nazareth,42,1,2,5,F
9016,9016,Chavvi Kashyap,58,3,1,4,F
32666,32666,Tanish Saha,42,1,1,1,M
24226,24226,Dev Dhar,46,8,4,6,F
35665,35665,Sanya Gokhale,34,7,4,6,M
11039,11039,Divya Pathak,33,4,1,2,M
5917,5917,Ekiya Batra,58,7,1,3,M
1501,1501,Bimala Seth,67,8,3,5,M
19216,19216,Adweta Savant,63,4,4,6,M
8994,8994,Amol Kakar,51,4,2,5,F
22787,22787,Ishita Mittal,72,3,1,2,F
131,131,Onkar Ramesh,58,8,1,3,M
10547,10547,Jack Mohan,75,6,3,4,M
5892,5892,Advay D’Alia,53,3,4,3,F
1983,1983,Aishani Palla,72,6,3,2,M
33296,33296,Dhriti Deep,37,8,3,3,F
2821,2821,Triveni Brahmbhatt,75,3,1,6,F
37235,37235,Kamala Sathe,40,8,2,4,M
8236,8236,Advay Mahal,55,6,2,2,F
29479,29479,Azad Kulkarni,20,1,1,4,F
38831,38831,Nimrat Borde,43,1,4,6,M
29455,29455,Dhruv Palan,64,1,4,1,M
28802,28802,Gaurang Bedi,66,6,1,5,F
18128,18128,Upasna Vig,65,4,1,2,M
20934,20934,Bhavini Ramaswamy,57,3,1,6,F
2825,2825,Bimala Banerjee,32,7,3,3,M
10605,10605,Indali Khatri,73,5,1,6,M
2312,2312,Gavin Muni,20,3,4,4,F
10843,10843,Gautam Keer,22,4,3,1,M
22936,22936,Omkaar Bhatt,57,4,3,3,M
382,382,Nakul Mitra,48,1,1,2,M
23010,23010,Anmol Mander,18,2,2,6,F
17204,17204,Abhimanyu Sant,29,4,1,3,F
3972,3972,Oeshi Krishnan,21,3,4,1,F
2061,2061,Theodore Aurora,21,2,3,5,M
33032,33032,Vedant Sheth,53,3,3,1,M
1985,1985,Jhalak Chad,40,4,1,1,F
8169,8169,Siya Goel,37,7,1,4,F
37610,37610,Maanav Palan,52,7,4,2,M
2369,2369,Saumya Basak,58,8,2,6,F
5921,5921,Arunima Issac,39,4,2,2,M
22121,22121,Vaishnavi Raghavan,22,7,3,4,F
28784,28784,Chavvi Pall,65,4,2,2,M
8253,8253,Omkaar Sane,60,3,4,4,F
34472,34472,Liam Kota,68,8,4,6,F
5171,5171,Elijah Munshi,31,6,2,1,M
348,348,Odika Virk,60,5,2,5,F
2373,2373,Maanas Swaminathan,38,6,2,4,M
38662,38662,George Nori,60,2,2,3,F
14029,14029,Yadavi Sangha,39,2,1,6,M
24087,24087,Frado Kapadia,45,7,2,4,F
7963,7963,Kritika Bakshi,40,5,4,3,F
12857,12857,Yuvraj Babu,51,1,2,5,M
2633,2633,Yachana Sama,39,1,2,5,F
27514,27514,Aishani Ganguly,52,1,3,3,M
31237,31237,Onkar Saran,67,5,4,1,M
13140,13140,Riya Pandit,72,6,4,2,F
4552,4552,Frederick Dyal,34,3,1,5,M
32274,32274,Vaishnavi Manda,45,7,1,6,M
129,129,Jagdish Vohra,59,1,2,2,F
36115,36115,Anamika Mangat,50,5,3,4,F
37600,37600,Faqid Bobal,38,2,3,5,F
36453,36453,Sachi Gala,57,5,3,4,M
30163,30163,Tara Vasa,74,2,3,1,M
19009,19009,Zehaan Bumb,19,7,1,3,M
35617,35617,Yoshita Mukherjee,37,4,1,3,M
12700,12700,Oeshi Dhar,19,2,1,2,M
33367,33367,Jhalak Hayre,18,5,2,2,M
5177,5177,Dayamai Guha,67,7,1,1,F
265,265,Vyanjana Khosla,20,5,3,1,M
7744,7744,Michael Deshpande,31,5,1,2,F
2577,2577,Geetika Chopra,34,1,4,4,M
5784,5784,Leena Ramanathan,25,2,2,1,M
25079,25079,Rajeshri Bhatt,21,7,3,5,F
8499,8499,Chanakya Maharaj,23,5,3,1,F
30682,30682,Elijah Mishra,53,7,2,1,F
17011,17011,Yauvani Sethi,19,5,4,4,M
36957,36957,Farhan Savant,26,3,4,2,F
14321,14321,Lavanya Korpal,69,6,3,6,F
24097,24097,Kiaan Bose,56,7,2,3,M
17162,17162,Ekani Shankar,31,6,1,1,F
11676,11676,Theodore Mohan,37,6,1,2,M
17028,17028,Indali Kohli,29,7,2,2,F
11405,11405,Pooja More,25,3,3,4,M
19841,19841,Devansh Chaudhry,40,3,3,3,M
22288,22288,Kevin Gade,18,7,3,2,F
29890,29890,Reyansh Goel,34,8,3,4,M
1306,1306,Aashi Dayal,40,3,4,4,M
36948,36948,Praneel Deo,23,1,2,4,M
8382,8382,Matthew Chauhan,63,6,4,1,M
17999,17999,Onkar Boase,33,7,2,5,F
36528,36528,Vyanjana Saran,63,5,2,1,F
2637,2637,Chaaya Basak,57,7,1,6,M
26272,26272,Ladli Baria,29,1,2,6,F
27396,27396,Krishna Sama,27,6,2,4,M
5891,5891,Parth Comar,57,4,1,2,M
2372,2372,Wyatt Kara,32,7,3,6,F
23638,23638,Shravya Mallick,68,4,3,6,M
33141,33141,Sara Om,38,3,3,1,M
35473,35473,Sudiksha Sem,36,7,3,2,F
32542,32542,Osha Kumar,65,4,3,4,M
27412,27412,Guneet Majumdar,71,7,3,5,F
8884,8884,Rajata Mand,49,5,1,2,F
7928,7928,Azaan Rama,30,7,4,3,M
29699,29699,Chatura Tandon,49,8,2,3,F
13460,13460,Yashasvi Kala,23,2,2,3,F
16454,16454,Yashasvi Thaman,37,4,4,2,M
31612,31612,Kashish Ravel,60,5,1,5,F
16606,16606,Vasana Babu,20,4,1,4,M
19104,19104,Zayyan Reddy,35,6,2,5,F
39393,39393,Qabil Malhotra,39,1,2,6,F
28472,28472,Chakradhar Char,69,5,2,1,M
18904,18904,Udant Mall,52,6,1,2,M
36101,36101,Tanmayi Wadhwa,62,3,1,3,F
5865,5865,Ekta Virk,60,3,4,5,M
2921,2921,Abdul Kaul,52,2,1,4,F
11495,11495,Ishaan Lad,41,1,2,2,M
432,432,Damini Gour,52,7,4,4,F
327,327,Yash Roy,42,8,2,4,M
39276,39276,Nikita Choudhary,62,5,2,6,F
23303,23303,Samar Rana,66,1,3,1,F
14087,14087,Suhani Mahal,52,2,1,3,F
5387,5387,Baghyawati Warrior,44,8,2,4,F
19091,19091,Damini Pradhan,22,1,1,3,M
8863,8863,Sneha Lad,19,5,1,4,M
33256,33256,Victor Babu,74,5,4,1,F
11458,11458,Omaja Dalal,61,2,2,3,M
6952,6952,Upma Bhagat,74,3,3,2,F
26640,26640,Nicholas Bajaj,48,3,4,1,F
9421,9421,Vamakshi Dugar,29,5,4,4,M
36757,36757,Avi Shroff,56,5,3,5,F
26670,26670,Vritti Murty,66,2,3,5,F
23794,23794,Ayushman Karpe,22,3,4,4,F
33149,33149,Oeshi Salvi,63,4,1,6,M
28897,28897,Zayan Konda,37,7,1,2,F
20772,20772,Amol Gola,36,1,3,5,F
11254,11254,Shivansh Shetty,30,1,4,1,M
6032,6032,George Atwal,33,2,4,1,F
23061,23061,Yoshita Kala,40,5,4,2,M
19510,19510,Ansh Pingle,53,8,4,6,F
4356,4356,Urmi Saxena,35,1,1,1,F
27673,27673,Owen Peri,72,7,2,3,M
39756,39756,Oeshi Dey,68,5,4,1,F
29781,29781,Fitan Lad,68,1,4,6,F
5864,5864,Naksh Borah,57,2,3,1,M
1906,1906,Vedant Bhattacharyya,45,1,1,5,F
35598,35598,Praneel Chaudhry,41,1,3,5,M
6799,6799,Barkha Dube,64,7,3,4,F
21230,21230,Geetika Varkey,35,5,3,4,F
25811,25811,Krishna Sarma,57,3,3,2,M
37578,37578,Harini Mital,24,5,1,2,F
32386,32386,Faris Raju,21,6,2,6,F
22851,22851,Orinder Apte,45,2,3,1,F
18722,18722,Aradhana Nazareth,55,1,4,6,F
18788,18788,Jason Peri,65,7,4,4,F
15320,15320,Lakshit Ranganathan,64,2,1,6,F
1890,1890,Gaurika Magar,41,8,2,2,M
9280,9280,Upkaar Rama,65,6,1,5,F
5863,5863,Devika Sampath,68,3,1,2,M
37863,37863,Oni Dugar,22,4,2,1,M
33365,33365,Daksha Tank,75,2,2,4,F
4357,4357,Oscar Datta,45,6,4,5,F
7548,7548,Chanakya Deshmukh,19,8,2,5,F
35367,35367,Irya Bora,24,7,1,5,M
7371,7371,Dakshesh Merchant,31,2,3,6,F
30463,30463,Inaya Kapadia,43,4,4,1,F
12161,12161,Chakrika Kar,67,5,3,3,F
4103,4103,Yashasvi Dhillon,25,3,1,5,M
5871,5871,Irya Srivastava,39,8,4,1,M
10373,10373,Tanish Kata,51,5,4,5,F
39746,39746,Falguni Rajagopal,30,5,4,3,M
36806,36806,Rajeshri Mani,44,6,2,3,F
16846,16846,Zaitra Srivastava,55,1,2,5,F
35184,35184,Ryan Narasimhan,67,8,4,3,M
13941,13941,Wishi Mutti,69,4,2,2,M
22125,22125,Jyoti Nanda,34,1,2,3,F
39778,39778,Avi Om,52,5,3,5,F
14283,14283,Saksham Tripathi,47,6,1,2,M
5931,5931,Noah Ghosh,38,8,4,4,M
28931,28931,Bhavya Arora,63,1,2,3,M
38191,38191,Madhav Kaur,72,4,1,4,M
20153,20153,Nicholas Tripathi,61,3,2,2,M
14917,14917,Isaac Dey,38,4,2,3,F
21456,21456,Aarna Dani,62,4,4,3,M
22780,22780,Harrison Sani,19,8,2,1,F
27163,27163,Rishi Shenoy,75,4,4,4,M
34346,34346,Champak Randhawa,74,3,3,5,M
5872,5872,Chatresh Sahni,74,4,2,5,M
28776,28776,Yashvi Raja,31,4,3,3,F
18968,18968,Vedant Bahl,70,2,3,1,F
37179,37179,Lohit Rai,28,3,3,5,F
5866,5866,Nihal Karan,60,8,3,4,M
21906,21906,Ayush Karan,30,5,1,1,M
4350,4350,Utkarsh Master,42,1,1,2,M
431,431,Aarav Warrior,41,5,1,2,F
4390,4390,Farhan Korpal,72,7,4,3,M
29677,29677,Onveer Srinivasan,37,6,3,5,M
20157,20157,Gautami Nayar,67,3,3,6,F
34504,34504,Imaran Badami,53,7,3,2,M
15676,15676,Hemang Cheema,70,2,4,1,F
21770,21770,Urmi Rana,75,1,1,4,F
14790,14790,Zayan Karan,51,6,2,2,M
26414,26414,Sara Muni,59,1,3,4,F
12564,12564,Adweta Mohan,23,2,4,2,F
11145,11145,Falak De,68,5,1,6,M
33867,33867,Ira Konda,44,4,1,2,M
19685,19685,Laksh Vasa,24,8,3,6,M
12924,12924,Nirja Toor,44,1,3,5,F
7157,7157,Gopal Sen,69,2,1,4,F
33991,33991,Sudiksha Oza,21,6,3,6,F
31321,31321,Brinda Lanka,34,3,4,1,F
21108,21108,Yasti Thaker,34,1,2,5,F
21644,21644,Wahab Peri,63,8,1,1,F
31735,31735,Aarnav Khatri,46,7,3,1,M
1896,1896,Zansi Kashyap,35,5,2,5,M
26866,26866,Bishakha Virk,28,1,4,1,F
13079,13079,Nihal Sani,18,1,2,4,M
28483,28483,Bimala Mani,52,1,2,6,M
35632,35632,Chakrika Roy,37,2,3,3,M
26519,26519,Varsha Rastogi,45,7,3,1,F
17625,17625,Chanchal Seshadri,52,1,4,1,M
1897,1897,Saksham Bhatia,64,1,4,6,F
16349,16349,Gaurangi Sem,45,8,1,2,F
6977,6977,Ekta Chahal,47,5,4,1,F
8459,8459,Abhimanyu Comar,26,4,4,1,F
37936,37936,Anmol Srivastava,51,6,4,4,F
10294,10294,Leena Manda,61,8,3,4,M
1912,1912,Varenya Dewan,34,8,4,4,F
6877,6877,Nisha Agarwal,52,6,4,5,M
29138,29138,Aahana Acharya,46,5,3,3,F
4102,4102,Nikita Bandi,52,4,1,2,M
32216,32216,Gunbir Bhattacharyya,32,7,2,6,M
5868,5868,Jalsa Pandit,67,7,3,1,F
15574,15574,Victor Deo,36,7,2,3,F
18930,18930,Ekta Gill,58,6,1,1,F
14676,14676,Anirudh Borra,74,6,1,5,F
17197,17197,Madhavi More,53,8,2,2,M
15414,15414,Charles Chakraborty,30,4,4,2,M
38355,38355,Ucchal Keer,29,5,2,3,M
7877,7877,Indali Gara,49,5,1,5,F
24130,24130,Anamika Shah,55,4,4,3,M
2209,2209,Shravya Dhillon,40,6,3,4,F
2210,2210,Vyanjana Prasad,66,4,2,1,F
12971,12971,Veda Murthy,32,3,1,2,F
7704,7704,Lipika Aurora,63,4,2,6,M
14160,14160,Ekbal Tripathi,65,8,3,3,F
2308,2308,Unni Som,73,8,4,5,F
26214,26214,Indira Narain,64,2,4,1,M
18817,18817,Diya Pall,18,3,2,5,F
5860,5860,Devika Bains,20,2,3,4,F
9844,9844,Ubika Vohra,32,3,1,3,M
28030,28030,Advaith Kulkarni,23,1,1,2,F
5869,5869,Yamini Saraf,50,7,3,2,M
38634,38634,Zansi Memon,31,1,2,1,M
14597,14597,Yagnesh Chakrabarti,44,7,1,6,M
1673,1673,Aadhya Narula,39,6,3,5,F
38788,38788,Advay Prabhu,59,4,3,5,F
36300,36300,Ladli Murthy,53,1,1,2,M
15766,15766,Bimala Morar,19,2,4,1,F
2207,2207,Ansh Virk,48,7,3,2,F
39813,39813,Samar Dey,23,4,2,6,F
29000,29000,Mohini Deo,46,4,4,2,M
2208,2208,Gaurang Mukherjee,57,8,4,3,M
37709,37709,Benjamin Kapadia,19,5,1,2,F
28358,28358,Jacob Batra,47,2,1,5,M
39706,39706,Isaac Dasgupta,72,3,2,2,F
1889,1889,Shivani Shan,41,5,1,3,F
1669,1669,Rachita Dhar,48,5,3,5,M
1004,1004,Advay Dhar,74,1,4,2,F
36581,36581,Chakrika Batta,54,5,1,2,M
20319,20319,Warhi Prashad,71,1,1,6,M
28349,28349,Yashica Dara,75,5,3,5,F
34860,34860,Qushi Datta,65,6,4,4,M
16610,16610,Robert Agarwal,31,7,4,2,M
22754,22754,Advaith Chandran,21,6,2,1,M
20953,20953,Vasatika Randhawa,74,3,3,4,F
26883,26883,Mitali Solanki,35,8,4,6,M
26867,26867,Raagini Khanna,75,4,2,2,M
14588,14588,Barkha Krishnamurthy,21,3,3,4,F
17910,17910,Rushil Choudhury,51,4,3,5,F
26077,26077,Jeevika Naik,19,5,4,3,M
9401,9401,Gauri Kade,38,3,1,2,M
16446,16446,Kabir Gara,20,5,4,3,M
25599,25599,Rudra Mahajan,38,6,3,5,F
26053,26053,Yuvraj Choudhary,47,3,3,5,M
30920,30920,Rohan Varughese,33,3,3,4,M
9514,9514,Neel Mital,67,1,3,3,M
8613,8613,Ishaan Date,59,4,4,6,M
1887,1887,Jacob Tank,34,2,2,4,M
2660,2660,Tanmayi Choudhury,59,7,3,6,F
32891,32891,Hema Rajagopal,65,2,4,1,F
5586,5586,Tara Bose,20,4,2,6,M
25209,25209,Triya Prakash,49,6,4,6,M
5388,5388,Rachita Ramesh,46,6,3,4,M
15785,15785,Vyanjana Nori,25,6,3,6,M
33491,33491,Dipta Sabharwal,56,6,3,3,F
23004,23004,Vihaan Mand,43,4,3,6,F
33424,33424,Rachit Srinivasan,47,6,3,3,F
18973,18973,Bhavani Rajagopalan,46,7,4,4,F
35804,35804,Ganga Krishnan,59,3,2,2,F
433,433,Balendra Nagy,49,6,4,6,F
32559,32559,Qasim Nigam,24,3,3,1,F
7229,7229,Zashil Ahluwalia,69,6,2,2,M
4348,4348,Veda Das,50,8,4,3,M
28724,28724,Nicholas Zacharia,66,2,1,2,M
1901,1901,Jagvi Dani,39,2,2,3,M
38260,38260,Rudra Iyer,40,1,1,1,M
10366,10366,Rayaan Chanda,26,1,2,2,M
31943,31943,Geetika Ramakrishnan,42,7,3,4,M
32246,32246,Ekanta Das,40,2,1,2,F
32457,32457,Gaurangi Dugar,73,5,3,2,F
29054,29054,Vincent Jain,50,3,4,3,F
36906,36906,Veda Hayre,43,3,4,1,M
5862,5862,Ryan Khanna,62,5,2,4,F
4104,4104,Idika Krish,39,1,3,3,M
34737,34737,Aadi Pant,32,5,2,2,F
15768,15768,Elijah Bahri,59,4,3,4,M
2048,2048,Chandani Sharaf,47,2,4,1,F
19452,19452,Siya Peri,24,3,2,5,M
28456,28456,Laban Deep,45,7,3,1,F
3011,3011,Bimala Bhat,28,7,2,6,M
6901,6901,Umang Srinivasan,63,3,1,5,F
30921,30921,Naveen Lala,31,8,1,3,F
16973,16973,Anika Khatri,21,2,2,2,M
18947,18947,Champak Bobal,34,2,2,5,F
9627,9627,Qarin Tank,33,4,1,3,F
18455,18455,Bhavini Zachariah,18,1,4,3,M
3064,3064,Yatan Koshy,39,4,4,1,M
33464,33464,Keya Saha,26,6,4,5,M
10844,10844,Aashi Kunda,24,1,4,5,M
16003,16003,Hardik Khurana,59,3,4,2,F
26047,26047,Charvi Ahuja,43,1,3,5,F
11065,11065,Jagdish Gupta,21,2,4,4,M
7718,7718,Harinakshi Dey,22,2,2,4,F
31999,31999,Veer Bal,67,5,2,4,F
33096,33096,Madhavi Bava,54,4,1,6,F
3681,3681,Ranbir Kade,31,1,4,2,F
12118,12118,Rachana Dave,61,1,2,4,F
15135,15135,Ridhi Nath,69,7,3,3,M
38502,38502,Tanay Kota,38,7,1,4,F
10799,10799,Brijesh Pingle,35,7,3,2,F
9321,9321,Vasatika Keer,37,3,4,3,M
2649,2649,Raghav Mody,23,5,4,1,F
5743,5743,Wyatt Sampath,31,3,4,6,M
30602,30602,Liam Chawla,63,5,3,1,M
16255,16255,Hredhaan Prakash,55,2,3,5,M
18439,18439,Gagan Kale,59,8,2,2,F
14253,14253,Aarini Vohra,72,2,1,2,M
8356,8356,Sachi Lala,39,6,3,5,M
29915,29915,Ekalinga Hayre,23,5,1,4,M
36867,36867,Lila Solanki,31,7,3,6,F
6511,6511,Sarthak Upadhyay,47,1,1,5,F
5385,5385,Ria Sabharwal,62,1,4,3,M
20742,20742,Yashoda Murty,47,3,3,2,F
25263,25263,Quincy Din,54,1,3,5,M
33150,33150,David Chhabra,67,1,4,4,F
36312,36312,Ekapad Ram,54,7,3,1,F
34369,34369,Harish Vaidya,57,8,3,1,F
13268,13268,Fariq Wable,37,5,4,2,F
18652,18652,Ishwar Jha,72,1,4,5,M
25117,25117,Wazir Bir,45,6,2,5,F
24252,24252,Gayathri Tripathi,31,3,2,2,F
30265,30265,Baghyawati Gola,38,3,4,3,F
10591,10591,Yochana Jhaveri,33,2,1,3,F
13794,13794,Megha Goswami,74,4,4,5,F
31334,31334,Anmol Kunda,22,1,2,1,M
36118,36118,Bhanumati Loke,19,3,4,2,M
18450,18450,Qushi Narula,38,1,4,3,M
14346,14346,Lajita De,47,6,1,2,M
11841,11841,Advik Bhattacharyya,24,8,1,3,F
326,326,Upadhriti Mangal,49,2,3,3,F
37336,37336,Ranbir Shukla,67,1,3,5,M
13468,13468,Oscar Mangat,48,6,3,3,M
8131,8131,Vedant Vasa,36,8,2,4,F
26208,26208,Arunima Handa,71,5,3,3,M
36905,36905,Zayyan Hora,37,2,3,1,F
27996,27996,Hitesh Andra,28,2,1,3,M
25295,25295,Rayaan Contractor,57,4,3,1,F
19940,19940,Harrison Swamy,47,7,4,3,M
20831,20831,Jonathan Borra,63,1,3,4,M
22191,22191,Mohini Vasa,18,7,3,1,M
14383,14383,Harita Mittal,58,1,2,5,M
4386,4386,George Chaudhry,20,8,3,2,M
6030,6030,Manbir Gaba,63,6,2,5,M
33619,33619,Meera Dubey,70,4,2,2,F
33974,33974,Yoshita Kannan,73,2,2,1,M
16488,16488,Vihaan Venkataraman,65,1,2,1,F
6700,6700,Mugdha D’Alia,26,1,4,1,M
33961,33961,Ati Pant,62,6,4,3,M
18037,18037,Siya Chana,38,2,4,4,M
5381,5381,Dayamai Ramanathan,75,4,2,5,M
39924,39924,David Rajagopal,61,1,3,4,M
8082,8082,Harini Aurora,23,1,2,4,F
6249,6249,Fariq Johal,41,2,4,5,F
27019,27019,Vaishnavi More,58,7,1,6,F
9847,9847,Upkaar Sawhney,35,8,2,4,F
15366,15366,Aarna Dani,62,2,1,5,M
12614,12614,Lucky Mani,59,4,1,3,M
3532,3532,Indira Dugar,36,4,4,3,M
636,636,Warinder Vyas,52,6,1,2,M
