VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
21359,26937,Advika Maharaj,55,T,0
21360,16113,Ishani Mital,11,F,0
21361,2381,Warjas Soman,58,F,0
21362,30953,Aarav Bhardwaj,43,F,0
21363,30953,Tripti Kibe,49,M,0
21364,35735,Simon Borah,30,M,0
21365,2374,Finn Deshmukh,67,T,0
21366,33659,Samaksh Koshy,13,T,0
21367,5611,Ijaya Kulkarni,14,M,0
21368,2057,Nidhi Thakkar,11,M,0
21369,2057,Chandani Datta,17,T,0
21370,31133,Oni Dayal,12,T,0
21371,445,Yauvani Amble,63,M,0
21372,445,Aarna Raman,80,F,0
21373,2314,Patrick Butala,69,M,0
21374,2314,Yashvi Merchant,25,T,0
21375,27989,Fariq Sha,65,M,0
21376,33889,Manya Solanki,50,M,0
21377,33889,Ishita Chopra,63,T,0
21378,14593,Ishwar Shetty,42,F,0
21379,14593,Lila Walia,29,M,0
21380,26626,Rajata Balakrishnan,75,F,0
21381,26626,Ekansh Sangha,74,F,0
21382,1776,Falan Dhingra,10,T,0
21383,1776,Agastya Mammen,68,M,0
21384,37211,Harish Biswas,30,F,0
21385,39142,Ojas Thaker,52,T,0
21386,39142,Chandani Thakur,47,M,0
21387,941,Pratyush Anne,48,F,0
21388,941,Madhav Cheema,7,M,0
21389,38810,Umang Karnik,13,F,0
21390,8887,Samarth Dhillon,6,M,0
21391,8887,Amruta Shankar,32,M,0
21392,14685,Ria Balan,10,M,0
21393,27611,Suhani Uppal,58,F,0
21394,27611,Hemang Jayaraman,79,M,0
21395,27143,Nakul Purohit,12,F,0
21396,27143,Baghyawati Dada,57,T,0
21397,38774,Vrishti Acharya,64,M,0
21398,38774,Bachittar Gade,48,F,0
21399,5920,Aarini Balasubramanian,13,F,0
21400,31505,Neha Hegde,58,T,0
21401,25016,Ubika Iyer,71,F,0
21402,7879,Faqid Sami,68,T,0
21403,19206,Raagini Sampath,54,M,0
21404,19206,Xalak Virk,68,F,0
21405,28184,Yochana Tailor,16,M,0
21406,14310,Fitan Halder,8,F,0
21407,14310,Anusha Agarwal,11,F,0
21408,22558,Aditya Borah,78,F,0
21409,37494,Zansi Hora,21,F,0
21410,37494,Gabriel Varghese,6,T,0
21411,25297,Anay Nayak,34,M,0
21412,25297,Rohan Kale,48,F,0
21413,19303,Sara Rao,27,M,0
21414,13618,Teerth Kuruvilla,17,T,0
21415,3835,Qasim Sant,11,M,0
21416,5893,Praneel Manda,68,M,0
21417,5893,Yash Apte,65,M,0
21418,10682,Peter Handa,53,M,0
21419,21339,Ekiya Merchant,43,M,0
21420,21339,Timothy Patil,77,F,0
21421,5610,Watika Walla,11,T,0
21422,5610,Dev Dugar,75,F,0
21423,10909,Omkaar Rege,49,M,0
21424,10909,Warjas Majumdar,18,M,0
21425,1307,Theodore Lal,52,F,0
21426,37116,Wazir Khalsa,68,T,0
21427,2368,Balvan Sandal,39,T,0
21428,29796,Kamala Sankaran,73,T,0
21429,29796,Rushil Chaudhary,22,M,0
21430,33958,Jack Chatterjee,76,T,0
21431,4364,Pooja Narain,27,T,0
21432,4364,Zaitra Bal,13,M,0
21433,24363,Aarush Kaur,37,F,0
21434,6804,Meghana Lanka,71,T,0
21435,6804,Tara Purohit,71,T,0
21436,16905,Ekanta Khatri,11,M,0
21437,16905,Tanay Sridhar,75,M,0
21438,26628,Udarsh Bajaj,30,T,0
21439,26628,Nachiket Bera,6,T,0
21440,21787,Patrick Bhagat,33,F,0
21441,11978,Charles Krishna,50,F,0
21442,11978,Lajita Mandal,15,T,0
21443,6048,Ethan Hayre,54,M,0
21444,6048,Libni Ahuja,36,T,0
21445,20355,Anmol Soni,15,F,0
21446,2634,Nicholas Kata,16,T,0
21447,2634,Matthew Mutti,65,T,0
21448,5887,Veda Prabhu,40,M,0
21449,32096,Zehaan Nagi,53,T,0
21450,32096,Dominic Bedi,43,M,0
21451,38990,Saumya Edwin,46,M,0
21452,20336,Rohan Kari,12,T,0
21453,8807,Bhavani Chand,24,T,0
21454,7425,Reva Choudhury,58,F,0
21455,7425,Gabriel Sachdev,56,F,0
21456,3858,Gautami Wason,56,F,0
21457,30714,Tanveer Bahri,66,F,0
21458,30714,Tanay Ratti,61,F,0
21459,6736,Pushti Varghese,13,F,0
21460,1990,Matthew Hayre,65,F,0
21461,24730,Fariq Doctor,62,M,0
21462,24730,Aishani Savant,56,T,0
21463,14620,Fiyaz Kamdar,36,T,0
21464,21863,Rudra Loke,58,T,0
21465,8183,Warda Chaudhary,16,M,0
21466,8183,Vidhi Bali,46,T,0
21467,16110,Ekapad Mitter,35,T,0
21468,6599,Ishwar Nigam,50,F,0
21469,1469,Ekaraj Dhar,30,F,0
21470,1469,Qarin Goda,44,M,0
21471,35615,Udarsh Ratti,7,T,0
21472,31043,Girish Gupta,50,T,0
21473,36711,Siya Garg,41,M,0
21474,4550,Lila Kannan,73,T,0
21475,4550,Unnati Bava,74,T,0
21476,7907,Eesha Dada,21,M,0
21477,7907,Meera Oak,14,T,0
21478,34536,Niharika Kanda,41,F,0
21479,34536,Kamala Rout,65,M,0
21480,14527,Arjun Datta,36,F,0
21481,11223,Yutika Sule,62,F,0
21482,11223,Jacob Suresh,25,T,0
21483,14209,Janaki Sankaran,22,F,0
21484,14209,Yochana Kibe,42,M,0
21485,10452,Meera Maharaj,11,M,0
21486,10452,Nikita Sem,66,T,0
21487,7557,Indira Bhakta,35,T,0
21488,7557,Zaid Ramanathan,55,T,0
21489,21765,Ria Subramanian,28,T,0
21490,21765,Falan Srivastava,79,M,0
21491,3950,Advay Mital,13,F,0
21492,3950,Harinakshi Trivedi,79,M,0
21493,3614,Rayaan Kalla,43,T,0
21494,3614,Falguni Chada,47,F,0
21495,4575,Triya Bains,34,T,0
21496,7559,Sai Dhawan,78,T,0
21497,7559,Sai Dugal,80,M,0
21498,26470,Jagvi Goel,69,F,0
21499,26470,Falguni Chana,71,T,0
21500,19327,Yashawini Gill,8,T,0
21501,8084,Dayamai Morar,15,T,0
21502,2371,Pavani Grover,56,T,0
21503,9497,Luke Chand,17,T,0
21504,9497,Harinakshi Gulati,27,T,0
21505,37607,Sathvik Wali,74,T,0
21506,37607,Nidra Dass,39,M,0
21507,26266,Abha Parekh,38,T,0
21508,26266,Ayush Sandal,39,T,0
21509,19869,Krisha Sathe,48,M,0
21510,19869,Yauvani Bhat,10,T,0
21511,2636,Pratyush Pall,56,F,0
21512,2636,Harita Dua,50,F,0
21513,5035,Sara Suresh,50,M,0
21514,33760,Nitesh Banik,56,M,0
21515,5783,Jagdish Shenoy,76,M,0
21516,5783,Aarini Parikh,7,F,0
21517,14162,Ranbir Dash,65,T,0
21518,2822,Chameli Chander,73,F,0
21519,13401,Harshil Nanda,42,F,0
21520,13401,Onveer Sant,65,M,0
21521,32879,Nakul Bhatia,61,T,0
21522,32879,Kashish Walla,42,T,0
21523,26098,Nidhi Dhingra,77,F,0
21524,26098,Kavya Goyal,47,F,0
21525,16855,Yadavi Bose,66,F,0
21526,16855,Omkaar Sandal,61,T,0
21527,31217,Lipika Sinha,73,T,0
21528,1273,Lakshit Borde,78,M,0
21529,4278,Urmi Dani,19,T,0
21530,10657,Yasti Sethi,59,M,0
21531,10657,Pushti Rastogi,51,M,0
21532,16875,Jatin Balasubramanian,73,T,0
21533,16875,Agastya Patla,64,F,0
21534,2337,Isaiah Barad,31,T,0
21535,2337,Rajata Korpal,17,F,0
21536,24965,Janya Ramanathan,63,M,0
21537,33928,Dalbir Rai,9,M,0
21538,33928,Vasana Banerjee,38,T,0
21539,4549,Shivansh Wagle,28,M,0
21540,4549,Yug Mani,29,F,0
21541,32350,Wazir Nagar,51,M,0
21542,32350,Jagrati Kadakia,52,T,0
21543,28446,Jagdish Uppal,69,F,0
21544,28446,Qarin Tripathi,72,T,0
21545,5890,Vyanjana Mishra,75,M,0
21546,5890,Zayan Jayaraman,74,F,0
21547,17063,Anika Sarraf,31,M,0
21548,17063,Falan Dora,43,M,0
21549,3948,Ekavir Saini,46,T,0
21550,6537,Madhav Mane,28,F,0
21551,6537,Warda Patil,64,T,0
21552,2060,Wriddhish Kala,72,F,0
21553,3951,Amara Mishra,32,F,0
21554,39229,Yahvi Shenoy,53,T,0
21555,39229,Suhani Samra,80,T,0
21556,25743,Oscar Srinivasan,25,T,0
21557,2559,Upasna Krishnan,18,F,0
21558,2559,Alka Apte,7,M,0
21559,28564,Rishi Mital,28,M,0
21560,29586,Leena Singh,73,T,0
21561,26108,Chaitaly Rana,31,F,0
21562,26108,Darpan Rout,6,T,0
21563,2673,Harini Sama,29,M,0
21564,1310,Urishilla Savant,67,M,0
21565,2816,Theodore Das,52,T,0
21566,2816,Rajeshri Warrior,7,F,0
21567,31052,Ira Lata,46,T,0
21568,31052,Guneet Boase,56,M,0
21569,8866,Kashish Sehgal,41,M,0
21570,8866,Amrita Rajan,41,T,0
21571,19666,Tanvi Pandey,59,M,0
21572,19666,Anay Ghose,19,T,0
21573,380,Kritika Kamdar,73,F,0
21574,7369,Rishi Gaba,18,F,0
21575,2055,Kabir Nayar,17,M,0
21576,17209,Gaurika Oommen,34,M,0
21577,19010,Anjali Dhar,62,F,0
21578,18066,Nathaniel Mandal,35,F,0
21579,18066,Waida Sachar,35,T,0
21580,2820,Qarin Bhatia,18,F,0
21581,37711,Hemang Oommen,29,F,0
21582,37711,Balveer Devan,38,F,0
21583,28744,Hritik Sodhi,13,T,0
21584,31813,Wriddhish Dhingra,13,M,0
21585,23934,Watika Mitter,8,F,0
21586,20051,Hemangini Modi,72,M,0
21587,2818,Falguni Dara,12,F,0
21588,2818,Warjas Hegde,78,F,0
21589,3838,Brinda Barad,57,T,0
21590,26770,Yashasvi Bala,16,F,0
21591,26770,Daksh Chana,45,T,0
21592,15341,Rayaan Sastry,19,T,0
21593,15341,Anay Sood,68,F,0
21594,15171,Chanakya Bal,41,T,0
21595,15171,Tara Hegde,8,M,0
21596,378,Liam Ben,43,T,0
21597,378,Hardik Bhat,18,F,0
21598,12490,Ishaan Bawa,60,F,0
21599,25382,Tanvi Sengupta,46,M,0
21600,25382,Lopa Nadkarni,32,T,0
21601,9781,Mahika Menon,66,F,0
21602,24517,Ekaraj Vala,54,M,0
21603,24517,Ladli Patla,9,M,0
21604,8457,Lopa Bhatti,54,T,0
21605,35381,Gauri Rai,29,M,0
21606,11256,Hemani Savant,57,T,0
21607,11256,Chakradhar Nagy,25,F,0
21608,26105,Abhiram Palla,28,T,0
21609,23357,Ishani Chandran,19,T,0
21610,23357,Finn Tripathi,15,M,0
21611,11338,Nikita Chowdhury,54,T,0
21612,381,Bishakha Shanker,72,T,0
21613,381,Hitesh Wagle,19,T,0
21614,34181,Vrishti Dugar,58,F,0
21615,34181,Aryan Gola,65,F,0
21616,10570,Anusha Merchant,21,T,0
21617,10570,Abha Barad,59,F,0
21618,19337,Logan Karpe,46,F,0
21619,19337,Samar Goyal,20,F,0
21620,31084,Shivansh Suresh,5,M,0
21621,31084,Ekansh Sen,16,T,0
21622,19297,Isaiah Krishnan,12,F,0
21623,14834,Rachana Khosla,77,M,0
21624,3859,Bhavya Seth,52,F,0
21625,25174,Shivansh Dube,26,T,0
21626,25174,Arjun Chander,43,M,0
21627,38852,Atharv Choudhury,16,T,0
21628,4277,Lakshit Manda,9,F,0
21629,5612,Aradhana Krishnan,33,M,0
21630,5612,Thomas Verma,31,M,0
21631,35930,Xalak Kapur,11,M,0
21632,6637,Ati Gala,12,F,0
21633,30072,Onkar Yohannan,49,T,0
21634,30072,Chaitanya Bava,67,F,0
21635,8234,Omya Om,12,F,0
21636,8234,Manbir Dyal,48,M,0
21637,36815,Advika Krishnan,69,T,0
21638,39713,Falguni Subramanian,14,T,0
21639,39713,Vrishti Lanka,71,F,0
21640,9265,Ekbal Modi,52,M,0
21641,9265,Kashish Sunder,42,M,0
21642,37803,Lucky Buch,31,T,0
21643,36490,Daksh Kumar,29,T,0
21644,36490,Warhi Master,18,M,0
21645,31437,Ojas Jha,78,T,0
21646,127,Kalpit Purohit,62,F,0
21647,6591,Nachiket Gara,77,F,0
21648,23231,Mitesh Sahni,52,T,0
21649,23231,Hemang Pathak,15,T,0
21650,5918,Yachana Raju,41,T,0
21651,6175,Yoshita Kala,45,T,0
21652,6175,Ekaraj Sarin,80,T,0
21653,36933,Vidhi Taneja,73,T,0
21654,8368,Advay Singh,18,T,0
21655,24166,Udant Rama,37,T,0
21656,24166,Tanvi Lal,65,T,0
21657,5029,Shaurya Konda,66,M,0
21658,5029,Kamala Dugar,43,M,0
21659,29628,Faris Hayer,78,T,0
21660,36447,Wridesh Venkatesh,56,F,0
21661,36447,Naveen De,25,F,0
21662,19399,Brijesh Tiwari,41,T,0
21663,379,Vrishti Vasa,58,T,0
21664,379,Yochana Srinivasan,20,T,0
21665,3615,Advay Bala,35,M,0
21666,3615,Isaac Sampath,40,M,0
21667,39015,Gunbir Ravel,50,T,0
21668,7010,Om Devi,60,F,0
21669,7010,Advay Sant,19,F,0
21670,9533,Girish Bhakta,34,M,0
21671,9533,Vincent Goyal,56,M,0
21672,22568,Wahab Naidu,62,F,0
21673,22568,Ubika Bains,55,M,0
21674,32943,Rehaan Nagarajan,16,T,0
21675,32943,Krishna Ravi,58,T,0
21676,11598,Patrick Borah,39,T,0
21677,11598,Indrajit Choudhary,73,T,0
21678,20910,Indira Grewal,52,M,0
21679,20910,Faras Kanda,43,F,0
21680,11366,Imaran Manne,71,M,0
21681,11366,Samaksh Gopal,41,F,0
21682,180,Vedhika Sha,45,T,0
21683,180,Chakradev Biswas,38,F,0
21684,1426,Imaran Pillai,80,M,0
21685,1426,Hitesh Batra,72,T,0
21686,30384,Radha Nori,45,M,0
21687,31373,Faras Kibe,78,M,0
21688,1989,Omaja Loyal,71,T,0
21689,1989,Amruta Pingle,52,F,0
21690,3492,Ekta Raj,44,F,0
21691,33784,Yashvi Brar,79,T,0
21692,3489,Garima Manne,23,F,0
21693,3489,Elijah Kar,46,T,0
21694,31488,Arjun Sengupta,15,F,0
21695,31488,Gabriel Amble,8,T,0
21696,28656,Chanakya Chanda,73,T,0
21697,6959,Advika Gulati,24,F,0
21698,5895,Varenya Narula,59,T,0
21699,5895,Wazir Dhar,71,M,0
21700,1687,Kamala Yogi,55,M,0
21701,1687,Tripti Sarma,6,M,0
21702,13209,David Pandit,52,T,0
21703,2059,Faraj Tailor,48,T,0
21704,2403,Ranveer Dhaliwal,21,T,0
21705,2403,Ekaraj Zachariah,73,M,0
21706,28696,Jason Gour,19,T,0
21707,13439,Yatan Randhawa,32,M,0
21708,10189,Lucky Narain,66,M,0
21709,13214,Arjun Mane,9,M,0
21710,13214,Frederick Parsa,33,F,0
21711,133,Vanya Shetty,5,M,0
21712,133,Charles Issac,45,M,0
21713,384,Urishilla Majumdar,47,T,0
21714,384,Divya Raju,41,T,0
21715,39200,Aarna Mukherjee,80,F,0
21716,5894,Ojasvi Deol,9,F,0
21717,5894,Kalpit Andra,40,T,0
21718,31088,Balendra Ahuja,22,T,0
21719,36847,Upma Prasad,49,T,0
21720,36847,Krishna Bains,26,T,0
21721,28203,Suhani Issac,19,F,0
21722,28203,Aarnav Mukherjee,38,T,0
21723,349,Yoshita Parekh,40,M,0
21724,349,Krisha Balay,41,F,0
21725,167,Farhan Amble,11,T,0
21726,167,Dayamai Sha,26,F,0
21727,39971,Xavier Rattan,5,F,0
21728,39971,Diya Wason,52,M,0
21729,5128,Vrishti Khare,44,M,0
21730,5128,Kashvi Karan,46,M,0
21731,10057,Samesh Reddy,31,M,0
21732,28262,Chandani Cheema,22,T,0
21733,28262,Turvi Varghese,75,T,0
21734,34388,Harinakshi Sawhney,25,F,0
21735,529,Harish Ravi,63,T,0
21736,529,Priya Mody,11,T,0
21737,30213,Gautami Doshi,21,T,0
21738,30213,Sarthak Dutta,10,F,0
21739,38808,Jason Bhalla,70,M,0
21740,38808,Rehaan Choudhury,11,T,0
21741,2823,Hema Sastry,5,T,0
21742,2823,Anvi Bath,23,T,0
21743,25228,Sai Mukherjee,30,M,0
21744,39108,Onkar Sule,58,F,0
21745,18403,George Majumdar,24,F,0
21746,7813,Wridesh Mander,20,F,0
21747,39308,Banjeet Vohra,67,F,0
21748,26822,Bhanumati Ramesh,18,F,0
21749,30563,Ekbal Ahuja,15,F,0
21750,77,Isaiah Palla,22,T,0
21751,77,Sanaya Suri,33,M,0
21752,20059,Banjeet Lalla,45,T,0
21753,35456,Arya Aurora,41,M,0
21754,35456,Tarak Srinivasan,67,T,0
21755,29694,Aditya Shan,67,M,0
21756,4279,Lipika Patla,10,F,0
21757,4279,Aadhya Bhat,15,M,0
21758,27554,Krisha Bose,73,F,0
21759,28740,Garima Ramaswamy,73,T,0
21760,28740,Aadi Om,51,M,0
21761,12029,Turvi Raja,14,F,0
21762,5173,Reyansh Tata,6,F,0
21763,21017,Lucky Saraf,78,M,0
21764,30884,Gaurang Srivastava,57,F,0
21765,30884,Amruta Parikh,20,T,0
21766,24557,Zehaan Nagar,31,M,0
21767,32581,Yutika Bhattacharyya,6,T,0
21768,32581,Yauvani Mukhopadhyay,71,T,0
21769,30976,Sachi Tiwari,58,T,0
21770,14956,Jeet Mody,26,T,0
21771,14956,Caleb Venkataraman,28,F,0
21772,36863,Bhavini Bhardwaj,22,T,0
21773,36863,Xiti Yogi,19,M,0
21774,36861,Netra Suri,36,T,0
21775,4551,David Mohan,69,F,0
21776,4551,Joshua Kaul,76,T,0
21777,5614,Kavya Kara,56,F,0
21778,5614,Gagan Subramanian,33,F,0
21779,16490,Frederick Kala,6,M,0
21780,38672,Vyanjana Sheth,78,M,0
21781,38672,Wyatt Narayanan,69,T,0
21782,27966,Raghav Kapoor,45,T,0
21783,3490,Jack Sachdev,46,T,0
21784,13010,Shaurya Bhakta,9,M,0
21785,2815,Azaan Deshpande,70,M,0
21786,7649,Onkar Nayar,55,F,0
21787,5876,Chatura Ravel,17,M,0
21788,5876,Dev Mitter,52,F,0
21789,19734,Chasmum Sarna,17,M,0
21790,7617,Nidhi Borah,19,M,0
21791,7617,Dayita Brar,11,T,0
21792,35550,Girindra Choudhry,78,F,0
21793,30908,Anita Yadav,22,M,0
21794,20922,Kala Bose,48,M,0
21795,7347,Ekavir Sachdeva,24,T,0
21796,12082,Qushi Wali,56,T,0
21797,9892,Balvan Bhalla,11,T,0
21798,30935,Rushil Savant,70,M,0
21799,38394,Zaitra Chander,46,M,0
21800,38394,Jagrati Swamy,32,M,0
21801,4941,Anjali Dara,54,M,0
21802,7952,Chakrika Ravel,64,T,0
21803,7952,Kiaan Balay,47,T,0
21804,30878,Isaiah Mishra,79,M,0
21805,30878,Rehaan Karpe,58,T,0
21806,5875,Nakul Natarajan,32,T,0
21807,6052,Saksham Loyal,10,M,0
21808,9469,Mahika Bhandari,52,F,0
21809,9469,Falguni Yohannan,65,T,0
21810,17298,Brinda Dutt,55,T,0
21811,17298,Isaiah Yogi,19,F,0
21812,33613,Victor Suresh,7,T,0
21813,25496,Timothy Mohan,77,F,0
21814,25496,Ekantika Sehgal,13,T,0
21815,32101,Nathaniel Menon,14,M,0
21816,32101,Aadhya Datta,55,T,0
21817,7466,Owen Verma,62,F,0
21818,5613,Jacob Datta,62,T,0
21819,5613,Ishita Tella,40,F,0
21820,15048,Tanay Sem,39,M,0
21821,4833,Samaksh Agrawal,57,F,0
21822,3839,Jack Buch,28,F,0
21823,3839,Vidhi Saini,8,F,0
21824,24754,Veda Kala,20,F,0
21825,20444,Isaac Naik,57,F,0
21826,20444,Bhavya Gara,41,M,0
21827,19845,Harita Butala,18,F,0
21828,19845,Vinaya Dhingra,70,F,0
21829,23542,Chanchal Saxena,29,T,0
21830,24314,Owen Kata,42,F,0
21831,31283,Shaurya Varma,76,M,0
21832,31283,Shaurya Kota,10,M,0
21833,33376,Amara Chadha,28,T,0
21834,33376,Vansha Barad,32,T,0
21835,1778,Tara Rana,24,F,0
21836,28368,Ekapad Bhagat,43,T,0
21837,75,Jonathan Dewan,44,M,0
21838,19445,Qadim Kaul,9,F,0
21839,700,Ekantika Wable,5,M,0
21840,23012,Idika Rama,6,M,0
21841,23012,Oscar Pradhan,66,M,0
21842,27040,Jonathan Narang,16,M,0
21843,38161,Harinakshi Ravel,25,M,0
21844,2313,Pranit Deol,11,M,0
21845,5785,Brinda Batra,7,M,0
21846,5785,Reyansh Sha,7,F,0
21847,5888,Zarna Kumar,44,F,0
21848,5888,Krishna Oak,19,M,0
21849,3143,Chakradhar Kunda,63,F,0
21850,3143,Lavanya Amble,52,T,0
21851,8268,Robert Shanker,46,T,0
21852,5124,Christopher Yogi,51,T,0
21853,5124,Girik Koshy,40,T,0
21854,25625,Aarnav Minhas,21,F,0
21855,31773,Gaurangi Dua,72,M,0
21856,31773,Onkar Nagar,67,M,0
21857,24792,Tejas Nagi,43,T,0
21858,9645,Saksham Bhavsar,49,F,0
21859,16587,Balendra Menon,65,T,0
21860,16587,Yadavi Chander,39,M,0
21861,13506,Theodore Balan,21,T,0
21862,10817,Sneha Rastogi,58,M,0
21863,23325,Krishna Chowdhury,72,M,0
21864,23325,Tejas Rastogi,37,T,0
21865,5878,Nilima Raj,66,F,0
21866,5878,Yatan Chauhan,33,T,0
21867,27192,Yasti Narang,37,M,0
21868,36516,Edhitha Panchal,76,F,0
21869,36516,Qushi Kapadia,80,F,0
21870,6714,Fiyaz Dua,49,M,0
21871,6714,Aditya Grewal,44,M,0
21872,2511,Kashvi Jhaveri,39,F,0
21873,23913,Watika Natarajan,48,F,0
21874,23913,Upasna Sethi,29,F,0
21875,21561,Anamika Bhakta,76,M,0
21876,1309,Chanchal Mane,36,F,0
21877,1309,Om Kunda,70,M,0
21878,30635,Faraj Bhatt,26,M,0
21879,30635,Amaira Chander,51,T,0
21880,19416,Farhan Batta,56,M,0
21881,27548,Yatan Merchant,72,F,0
21882,31752,Dalaja Prashad,75,M,0
21883,31752,Faris Badami,75,M,0
21884,37107,Vasatika Misra,51,F,0
21885,37107,Oviya Dhillon,50,T,0
21886,18106,Dalaja Sami,74,F,0
21887,18106,Anamika Iyer,15,M,0
21888,35819,Guneet Gokhale,63,F,0
21889,35819,Yatin Rajagopal,42,M,0
21890,24194,Joshua Kibe,75,T,0
21891,7399,Omaja Mahal,28,F,0
21892,26345,Yatan Dua,80,M,0
21893,12705,Aditya Munshi,16,M,0
21894,26021,Vaishnavi Goyal,13,M,0
21895,34910,Hemangini Kumer,29,F,0
21896,34910,Tripti Rout,38,T,0
21897,10184,Warda Desai,43,T,0
21898,10184,Jagdish Patil,20,M,0
21899,4486,Yashica Purohit,9,T,0
21900,4486,Anamika Borde,46,F,0
21901,33166,Champak Sankaran,20,F,0
21902,33166,Vinaya Shere,10,M,0
21903,33003,Nakul Nagy,78,T,0
21904,33003,Sathvik Jha,16,T,0
21905,21619,Ria Kalita,9,M,0
21906,17044,Anita Barman,62,T,0
21907,17044,Zaitra Anne,14,F,0
21908,11188,Nisha Chhabra,15,F,0
21909,11188,Balhaar Sankar,69,F,0
21910,2826,Ubika Bala,43,M,0
21911,29931,Advay Sarin,24,F,0
21912,29931,Jasmit Naidu,48,M,0
21913,3857,Ansh Mishra,33,M,0
21914,14954,Guneet More,7,F,0
21915,14954,Chanchal Rau,57,T,0
21916,5127,Onveer Barman,57,M,0
21917,5127,Nirja Kota,50,F,0
21918,21757,Rishi Ramakrishnan,43,T,0
21919,21757,Harita Sarma,70,T,0
21920,10116,Warda Bose,33,F,0
21921,10116,Nathaniel Saha,73,F,0
21922,30522,Eiravati Swaminathan,72,M,0
21923,30522,Januja Brahmbhatt,76,M,0
21924,31897,Praneel Buch,16,T,0
21925,31897,Charles Badal,73,M,0
21926,1775,Gaurika Kumar,48,T,0
21927,1775,Reyansh Nanda,33,F,0
21928,20785,Brijesh Chowdhury,29,T,0
21929,36706,Wahab Badami,52,M,0
21930,5010,Wyatt Wadhwa,59,T,0
21931,11666,Thomas Bail,50,M,0
21932,14711,Bakhshi Bhagat,61,M,0
21933,22992,Faraj Ray,59,M,0
21934,350,Baljiwan Dora,70,T,0
21935,21308,Shivansh Gulati,78,F,0
21936,5174,Chakradev Nagarajan,30,F,0
21937,7337,Azad Kalita,66,F,0
21938,7337,Noah Boase,72,F,0
21939,21080,Andrew Chad,58,F,0
21940,21080,Maanas Nair,63,F,0
21941,26195,Leena Joshi,20,M,0
21942,26195,Edhitha Pillai,43,F,0
21943,25420,Manthan Brar,68,M,0
21944,17012,Hemal Das,66,M,0
21945,17012,Ishanvi Sankaran,71,M,0
21946,32527,Harshil Baria,62,T,0
21947,19847,Kritika Dada,13,M,0
21948,17671,Oscar Khanna,45,T,0
21949,17671,Chatura Palla,19,M,0
21950,128,Wahab Tripathi,32,T,0
21951,128,Siya Ahuja,17,T,0
21952,158,Chandran Basu,59,M,0
21953,9528,Kamya Wason,47,T,0
21954,9528,Ekani Thakkar,23,F,0
21955,264,Azad Ahuja,26,M,0
21956,264,Aadhya Mohan,19,M,0
21957,5125,Lipika Suri,13,F,0
21958,5125,Pranav Kar,56,T,0
21959,22910,Hitesh Lanka,29,M,0
21960,5176,Upkaar Bhardwaj,54,M,0
21961,5176,Brijesh Chaudhuri,56,F,0
21962,5889,Atharv Hayer,25,F,0
21963,18735,Vasana Misra,73,M,0
21964,18735,Madhav Kala,28,M,0
21965,19478,Omisha Ramaswamy,69,F,0
21966,27307,Eiravati Mane,61,M,0
21967,27307,Anika Tella,28,T,0
21968,19962,Brijesh Ganesh,39,F,0
21969,19962,Robert Boase,29,T,0
21970,20976,Tanveer Sethi,69,M,0
21971,3949,Wishi Munshi,7,T,0
21972,22290,Sara Tandon,72,F,0
21973,22290,Advik Shroff,58,F,0
21974,6593,Xiti Chaudhary,8,M,0
21975,3493,Anjali Prabhakar,17,T,0
21976,25456,Krisha Pingle,50,T,0
21977,28866,Ucchal Sachdeva,60,F,0
21978,28866,Abdul Ramanathan,20,T,0
21979,15685,Harsh Chatterjee,80,F,0
21980,15685,Theodore Som,33,T,0
21981,5782,Xavier Keer,32,T,0
21982,34108,Abha Sodhi,19,T,0
21983,3837,Jeremiah Bhakta,69,M,0
21984,3837,Udarsh Narayanan,47,F,0
21985,181,Ishaan Bora,44,F,0
21986,181,Upma Majumdar,63,F,0
21987,21062,Azaan Randhawa,75,T,0
21988,21062,Mitali Bhat,52,T,0
21989,28548,Hemang Chacko,55,F,0
21990,28548,Ekansh Dube,62,T,0
21991,1984,Siya Rajagopal,36,F,0
21992,21298,Alka Narasimhan,10,M,0
21993,21298,Pranit Balasubramanian,55,F,0
21994,38315,Pallavi Khanna,61,M,0
21995,38315,Nitara Shroff,11,M,0
21996,20942,Ishani Jain,31,F,0
21997,17716,Shaurya Sandal,23,F,0
21998,17716,Faras Gill,24,M,0
21999,6320,Mitali Kamdar,46,M,0
22000,6320,Qadim Rajagopalan,68,T,0
22001,10929,Jeet Chakraborty,71,F,0
22002,10929,Ronith Kulkarni,65,F,0
22003,3617,Gavin Naidu,45,F,0
22004,3617,Prisha Nagi,76,T,0
22005,7084,Chameli Srinivas,22,M,0
22006,17173,Ekantika Biswas,77,F,0
22007,17173,Praneel Walia,54,M,0
22008,13361,Ekta Nath,58,F,0
22009,7078,Ekansh Batra,58,M,0
22010,7078,Gaurang D’Alia,77,T,0
22011,7199,Isha Dhawan,73,F,0
22012,8715,Chakrika Raval,64,T,0
22013,20154,Shivansh Rai,44,M,0
22014,9575,Zayyan Baria,60,M,0
22015,2058,Timothy Narang,52,F,0
22016,2058,Wahab Bora,46,F,0
22017,22291,Jagvi Char,59,T,0
22018,22291,Ishanvi Garg,42,M,0
22019,25180,Harrison Raju,68,T,0
22020,2638,Gavin Dyal,10,F,0
22021,2638,Aachal Kalla,49,T,0
